Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
I want to make dashboards. Grafana looks pretty. Brain no work.	Ich will Armaturenbretter machen. Grafana sieht hübsch aus. Brain keine Arbeit.	yes
So with a new #FFXIV raid tier approaching, I've long been thinking "man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me."	Mit dem bevorstehenden neuen #FFXIV Raid-Tier habe ich mir schon lange gedacht: „Mann, ich würde gerne richtige Raids ausprobieren, aber Party Finder klingt wie ein Chaos, und ich werde nie eine Statik finden, die mich überzeugen wird.“	yes
So I thought, screw it! I'll make my own static! Full of people too anxious to try joining a raid static, with no expectations of being good at all! There's... no way that would work, probably!	Also dachte ich mir, Scheiß drauf! Ich mache meine eigene Statik! Voller Leute, die zu ängstlich sind, um zu versuchen, einer Raid-Statik beizutreten, ohne zu erwarten, dass sie gut sind! Das würde wahrscheinlich nicht funktionieren!	yes
...And that's how I found myself having to sort out a raid group roster.	...und so musste ich eine Liste der Raid-Gruppen zusammenstellen.	yes
I was a voracious reader in my youth. Then, life crushed my soul and I lost all my passion for fiction and great storytelling.	In meiner Jugend war ich ein unersättlicher Leser. Dann erdrückte das Leben meine Seele und ich verlor meine ganze Leidenschaft für Fiktion und großartiges Geschichtenerzählen.	yes
But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.	Aber nach ~Jahrzehnten~ des Lesens so gut wie nichts (mit Ausnahme von funktionalen arbeitsbezogenen Sachbüchern und gelegentlich einem Selbsthilfebuch) habe ich mir zum Ziel gesetzt, 2023 23 Bücher zu lesen.	yes
I'm now on book # 31 and it's only May.	Ich bin jetzt bei Buch # 31 und es ist erst Mai.	yes
I'm BACK baby!	Ich bin ZURÜCK Baby!	yes
I haven't really achieved anything. I'm happy that a few people have come to me in private and said "look, because of all your work, I'm gonna grant you this amount of money".	Ich habe nicht wirklich etwas erreicht. Ich bin froh, dass ein paar Leute privat zu mir gekommen sind und gesagt haben: „Sieh mal, wegen deiner Arbeit werde ich dir so viel Geld geben.“	yes
I wanna see these companies that intermediate transactions explain to their customers how they set their percentages. They're not gonna talk about this on Bloomberg! But if Spotify has a good quarter, they will.	Ich möchte sehen, wie diese Unternehmen, die Zwischengeschäfte tätigen, ihren Kunden erklären, wie sie ihre Prozentsätze festlegen. Sie werden darüber bei Bloomberg nicht sprechen! Aber wenn Spotify ein gutes Quartal hat, werden sie es.	yes
Is it a danger to let migrants in at the southern border? I dunno. Let them rehabilitate the hollowed out and decaying cities across the country. Again. These people want to improve their lives.	Ist es gefährlich, Migranten an der Südgrenze hereinzulassen? Keine Ahnung. Sollen sie die ausgehöhlten und verfallenen Städte im ganzen Land rehabilitieren. Schon wieder. Diese Menschen wollen ihr Leben verbessern.	yes
White nationalists, gun fetishists, pro-dictator right wing.. there's the danger. Deport the white supremacists.	Weiße Nationalisten, Waffenfetischisten, pro-diktatorische Rechte... das ist die Gefahr. Deportiert die weißen Rassisten.	yes
I am so tired of the headlines claiming that "Remote work is dead." or that "Remote work was a failed experiment."	Ich habe die Schlagzeilen satt, die behaupten: „Remote Work ist tot.“ oder „Remote Work war ein fehlgeschlagenes Experiment.“	yes
These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.	Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO in einem großen Unternehmen. Es ist alles Clickbait, aber es macht mir Sorgen über die Führungskräfte und Manager, die diese Artikel lesen.	yes
There was remote work prior to 2020. There are still going to be jobs that can be accomplished remotely for the foreseeable future.	Vor 2020 gab es Remote-Arbeit. Es wird auch in absehbarer Zeit immer noch Arbeitsplätze geben, die aus der Ferne erledigt werden können.	yes
Remote work is enabling. It enables people to work in comfortable spaces and not stuffy, noisy offices. It enables accessibility for anyone with an internet connection and a good working space. It enables people to avoid lengthy commutes that take time away from their day and their families.	Remote-Arbeit macht es möglich. Sie ermöglicht es den Menschen, in komfortablen Räumen zu arbeiten und nicht in stickigen, lauten Büros. Sie ermöglicht den Zugang für alle, die über einen Internetanschluss und einen guten Arbeitsplatz verfügen. Sie ermöglicht es den Menschen, langwierige Arbeitswege zu vermeiden, die Zeit vom Alltag und der Familie in Anspruch nehmen.	yes
To just ignore these facts is wrong. Stop generalizing and try to understand how your employees actually get work done.	Diese Fakten einfach zu ignorieren ist falsch. Hören Sie auf zu verallgemeinern und versuchen Sie zu verstehen, wie Ihre Angestellten ihre Arbeit tatsächlich erledigen.	yes
#WFH #business #neurodiversity	#WFH #Wirtschaft #neurodiversität	no
It's not just conservatives versus progressives, he told a seminar of more than 100 adherents in Grande Prairie.	Es gehe nicht nur um Konservative gegen Progressive, sagte er auf einem Seminar mit über 100 Anhängern in Grande Prairie.	yes
"This is a war between the pro-humans and anti-humans," he said. Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.	„Dies ist ein Krieg zwischen Pro-Menschen und Anti-Menschen“, sagte er. Parker bezog sich auf Abtreibung und den Drang moderner urbaner Frauen, Kinder um ihrer Karriere willen zu verzögern.	yes
He also argues that NDP and progressives want to depopulate society for the sake of the environment. "You are the carbon they are trying to reduce."	Er argumentiert auch, dass NDP und Progressive die Gesellschaft zugunsten der Umwelt entvölkern wollen. „Ihr seid der Kohlenstoff, den sie zu reduzieren versuchen.“	yes
So like from the beginning for all my birthdays in the past, I always had rough ones. Whenever May would pop up I dreaded trying to celebrate my bday. Something would always happen, go wrong, or just end up stressful and depressing. I fought over the years to get out of that mindset and to have better bdays. It took years of changing my life and working hard but finally... I'm starting to smile and enjoy my bday with no worries. And today is already becoming a great day!	So wie bei allen meinen Geburtstagen in der Vergangenheit, hatte ich immer schwere Geburtstage. Wann immer Mai auftauchte, hatte ich Angst, meinen Geburtstag zu feiern. Irgendetwas würde immer passieren, schiefgehen oder einfach nur stressig und deprimierend enden. Ich kämpfte über die Jahre darum, diese Denkweise hinter mir zu lassen und bessere Tage zu haben. Es hat Jahre gedauert, mein Leben zu verändern und hart zu arbeiten, aber endlich... fange ich an zu lächeln und meinen Tag ohne Sorgen zu genießen. Und heute wird schon ein großer Tag!	yes
Winter is 30 days away in this little part of the Great Southern World. But I can't be deceived! This is the beginning. The rain is falling and whilst/while it is not frozen, you ain't going dancing in it! It's a fine day to order ice cream delivery. It was a one dog night and that doggo was not getting off the bed not even for "Dog's Breakfast - Breakfast for Dog's!"	Der Winter ist 30 Tage entfernt in diesem kleinen Teil der Großen Südlichen Welt. Aber ich lasse mich nicht täuschen! Das ist der Anfang. Es regnet und solange es nicht gefroren ist, tanzt man nicht drin! Es ist ein schöner Tag, um Eis zu bestellen. Es war eine Ein-Hund-Nacht und dieses Doggo kam nicht einmal für „Dog's Breakfast - Frühstück für Hunde!“ aus dem Bett.	yes
I will zip the lining into my cycle jacket - just in case I need it inside.	Ich schließe das Futter in meine Fahrradjacke - für den Fall, dass ich es drinnen brauche.	yes
Does you know of a performant way for a web component to respond to being added/removed from a document?	Kennen Sie eine leistungsfähige Methode, wie eine Webkomponente auf das Hinzufügen/Entfernen eines Dokuments reagiert?	yes
This is for Wikipedia's component library (OOUI). It is mostly semantic HTML with CSS, and generally does not require custom elements (which offers connectedCallback).	Dies ist für Wikipedias Component Library (OOUI). Es handelt sich hauptsächlich um semantisches HTML mit CSS und benötigt in der Regel keine benutzerdefinierten Elemente (was connectedCallback anbietet).	yes
We currently use a MutationObserver hack. For performance, we don't observe the whole document. We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).	Zur Zeit benutzen wir einen MutationObserver-Hack. Für Performance beobachten wir nicht das gesamte Dokument. Wir erstellen einen abgetrennten temporären Elternteil, installieren MO dort und beobachten, wie es abgetrennt wird (also an anderer Stelle angehängt wird).	yes
Casper the #rat is an absolute unit these days. I think my new job has been good for him - two free roams a day while I work, at fairly predictable times.	Casper, die #ratte, ist heutzutage eine absolute Einheit. Ich denke, dass mein neuer Job gut für ihn war - zwei Freiräume pro Tag, während ich arbeite, zu ziemlich vorhersehbaren Zeiten.	yes
I finally got a good dangle photo so I can be sure he's not fat. (In #rats, too high body fat can be bad for their health.) He's not. He's just absolutely ripped from tearing around my office twice a day. I don't have a scale to weigh him, but he feels like he's well over a pound. It makes me so happy to see him thriving.	Ich habe endlich ein schönes Baumelfoto, damit ich sicher sein kann, dass er nicht dick ist. (Bei #Ratten kann zu viel Körperfett schlecht für die Gesundheit sein.) Das ist er nicht. Er ist einfach total zerrissen davon, zweimal am Tag in meinem Büro herumzureißen. Ich habe keine Waage, um ihn zu wiegen, aber er hat das Gefühl, er wiegt weit über ein Kilo. Es macht mich so glücklich, ihn gedeihen zu sehen.	yes
Today's Aerostrike progress report:	Der heutige Aerostrike-Fortschrittsbericht:	yes
1) Slight modifications to the Hel's Fighters map layout. Additionally, the map menu is fully functional! 2) The currency reward system has been connected. Tomorrow it will be tested with various battles.	1) Leichte Modifikationen im Kartenlayout der Hel-Jäger. Zusätzlich ist das Kartenmenü voll funktionsfähig! 2) Das Währungsbelohnungssystem wurde angeschlossen. Morgen wird es mit verschiedenen Gefechten getestet.	yes
Rainy days! Last week got a ton done and feeling much better about field items.	Regentage! Letzte Woche bekam eine Tonne fertig und Gefühl viel besser über Feld Gegenstände.	yes
All collards, kale, chard is transplanted.	Alle Halsbänder, Grünkohl, Mangold sind verpflanzt.	yes
Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.	Pläne in Salat bei Penn auf 6-Reihen-Muster setzen und sehen, wie das im Vergleich zu Sendebeeten gesät.	yes
Spring peas at Gilpin are showing up so trellise needs to be set. Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items	Frühlingserbsen in Gilpin sind aufgetaucht, so dass Spalier gesetzt werden muss. Außerdem müssen Sie dort eine Salatreihe säen, um Schnittgrün in beide zu integrieren haben geschulte Crew für Bewässerung, Beetvorbereitung und Umpflanzung, was 90% der Nicht-Ernte-Fähigkeiten ausmacht.	yes
It's 2023 and I still see people with iPhones actively avoid using Apple Maps.	Es ist 2023 und ich sehe immer noch Menschen mit iPhones aktiv vermeiden Apple Maps.	yes
Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.	Apple Maps kommt standardmäßig mit iOS, und doch würden die Menschen aus dem Weg gehen, um herunterzuladen und zu installieren Google Maps auf ihre iPhones.	yes
No idea why.	Keine Ahnung, warum.	yes
Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).	Neugierig, Ich hielt einen offenen Geist zu vergleichen, wie Google Maps und Apple Maps vergleichen, auf meinem Test-iPhone-Gerät (mein täglicher Treiber ist ein Android-Gerät, so ist es selten, dass ich ein iPhone benutze).	yes
The experience having to follow directions was far superior on Apple Maps compared to Google Maps. Apple Maps wins.	Die Erfahrung mit den Anweisungen zu folgen war weit überlegen auf Apple Maps im Vergleich zu Google Maps. Apple Maps gewinnt.	yes
So why is it that people jump through extra hoops to install Google Maps?	Warum also springen die Leute durch Extra-Reifen, um Google Maps zu installieren?	yes
No idea.	Keine Ahnung.	yes
Could it be that Google Maps got to market first?	Könnte es sein, dass Google Maps zuerst auf den Markt kam?	yes
Was it the 2012 Apple Maps disaster?	War es das 2012 Apple Maps Desaster?	yes
Could it be that Google Search is integrated with Google Maps?	Kann es sein, dass die Google-Suche in Google Maps integriert ist?	yes
No idea.	Keine Ahnung.	no
That said, I'm biased.	Davon abgesehen, bin ich voreingenommen.	no
I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.	Ich bin zu Gunsten der Freigabe von Müll an Endbenutzer voreingenommen, und Apple königlich versaut mit ihren Apple-Karten, wenn es kam in 2012.	no
Their bad reputation haunts them to this day.	Ihr schlechter Ruf verfolgt sie bis heute.	no
But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in. The house itself declines in value because it loses its condition and needs to be replaced. A lot of ppl think that they literally own the earth when they buy a piece. Not the case. In China you can only lease land. They're not stupid enough to sell the sell forever. The government can change these policies whenever it wants. The land is temporary.	Aber es ist das Land, das es zu einem guten Aufbewahrer von Reichtum macht, solange man denkt, dass die Regierung das System, in dem wir leben, nicht ändern wird. Das Haus selbst verliert an Wert, weil es seinen Zustand verliert und ersetzt werden muss. Viele Bürger denken, dass ihnen das Land buchstäblich gehört, wenn sie ein Stück kaufen. Das ist nicht der Fall. In China kann man nur Land pachten. Sie sind nicht so dumm, den Verkauf für immer zu verkaufen. Die Regierung kann diese Richtlinien ändern, wann immer sie will. Das Land ist temporär.	yes
It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way. The land is very easily and quickly taken away by the government one day if they want to do that. And guess what? It never made sense how ppl can keep land at the expense of others. It has to be taken away one day. That's why the Chinese only allow leases. They already ran out of land.	Es scheint unvorstellbar, dass eines Tages Land weggenommen wird, wenn man australische und US-amerikanische Medienkanäle anschaut, aber das liegt daran, dass die Reichen den ganzen Tag dort sind, um sicher zu gehen, dass Ihr Geist eine bestimmte Denkweise hat. Das Land wird eines Tages sehr einfach und schnell von der Regierung weggenommen, wenn sie das will. Und raten Sie mal? Es hat nie Sinn gemacht, wie PPL Land auf Kosten anderer behalten kann. Eines Tages muss es weggenommen werden. Deshalb erlauben die Chinesen nur Pachtverträge. Ihnen ist das Land bereits ausgegangen.	yes
To success, the realization of dreams, friendship, to the simple but true!! To all the investors out there, I raise a toast to your success and the realization of your dreams. Let us continue to work together towards creating a brighter future for all. And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment. #Robecofirm#geologist #entrepreneurship #sustainability #success #friendship #toast #dreams	Auf den Erfolg, die Verwirklichung von Träumen, auf Freundschaft, auf das Schlichte, aber Wahre!! An alle Investoren da draußen, auf euren Erfolg und die Verwirklichung eurer Träume. Lasst uns weiter zusammenarbeiten, um eine bessere Zukunft für alle zu schaffen. Und an alle meine Freunde, neue und alte, lasst uns die einfachen, aber wahren Dinge des Lebens schätzen, die uns Freude und Erfüllung bringen. #Robecofirm #Geologe #Entrepreneurship #Nachhaltigkeit #Erfolg #Freundschaft #toast #Träume	yes
I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.	Ich wundere mich oft über die menschliche Fähigkeit, so niedergeschlagen zu sein, während ich von so vielen Beweisen überflutet werde, wie echte Grausamkeit aussieht.	yes
To agonize over personal failure & guilt in a world where "success" is so often bestowed on people responsible for the most reprehensible acts...	Sich über persönliches Versagen und Schuldgefühle zu quälen in einer Welt, in der „Erfolg“ so oft den Leuten gegeben wird, die für die verwerflichsten Taten verantwortlich sind...	yes
We're all such messy critters.	Wir sind alle so unordentliche Kreaturen.	yes
But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.	Aber die sanfte Verzweiflung über unser Chaos ist entscheidend - weil es uns mehr Raum gibt, die Ruinen ringsum anzugehen.	yes
So try not to forget, eh?	Also versuch nicht zu vergessen, ja?	yes
Kindness with ourselves is activism, too.	Freundlichkeit mit uns selbst ist auch Aktivismus.	yes
Some programmers: "Typing speed does not matter!" or "Modal editors are useless today" :morty:	Einige Programmierer: „Tippgeschwindigkeit spielt keine Rolle!“ oder „Modale Editoren sind heute nutzlos“ :morty:	yes
Me extracting functionality of my #Axum projects into shared libraries: "Hold my keyboard" :partyparrot: :helix: :ferrisdance:	Ich extrahiere Funktionalität meiner #Axum-Projekte in gemeinsame Bibliotheken: „Hold my keyboard“ :partyparrot: :helix: :ferrisdance:	yes
Not sure if this is the best approach for sharing, but I like it for now: <URL>	Ich bin mir nicht sicher, ob das der beste Ansatz für den Austausch ist, aber vorerst gefällt es mir: <URL>	yes
Note: You can take inspiration, but the libraries are not intended for public usage.	Hinweis: Sie können sich inspirieren lassen, aber die Bibliotheken sind nicht für die öffentliche Nutzung gedacht.	yes
How would you share personal libraries?	Wie würden Sie persönliche Bibliotheken teilen?	yes
The prompt this week on Revelations is Stay up all night. I have been toying with this little piece on my head for a few days now. It is definitely more romance than filth. Maybe I have been reading to many romances with impossible 'meet cutes' and this is the result, but I like it. Also one day I am totally gonna do the mile high orgasm, maybe not with a str	Die Aufforderung in dieser Woche auf Revelations lautet: Bleib die ganze Nacht wach. Ich spiele seit ein paar Tagen mit diesem kleinen Stück auf meinem Kopf. Es ist definitiv mehr Romantik als Dreck. Vielleicht habe ich schon viele Romanzen mit unmöglichen 'meet cutes' vorgelesen, und das ist das Ergebnis, aber ich mag es. Auch eines Tages bin ich total gonna tun die Meile hohen Orgasmus, vielleicht nicht mit einem Str	yes
I don't agree that #Mastodon is difficult to setup. Common, it's really not that hard. But it's more difficult to find people to follow and build up your timeline. I wish there was a "who to follow" recommendation somehow.	Ich bin nicht der Meinung, dass #Mastodon schwer einzurichten ist. Gewöhnlich ist es wirklich nicht so schwer. Aber es ist schwieriger, Leute zu finden, denen man folgt und die eigene Zeitlinie aufbaut. Ich wünschte, es gäbe eine „Wem man folgt“ -Empfehlung.	yes
But apart from this, it is not difficult - if you use a 3rd party app like Elk and/or Ivory. If you stick to the default web interface it doesn't look and feel good (imho).	Aber abgesehen davon ist es nicht schwierig - wenn man eine Drittanbieter-App wie Elk und/oder Ivory benutzt. Wenn man sich an die Standard-Weboberfläche hält, sieht es nicht gut aus (imho).	yes
So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.	Also, es erfordert ein bisschen mehr Aufwand, um hineinzukommen und Sie brauchen wahrscheinlich eine gute App, um #UX zu verbessern.	yes
I don't know if prevention is possible, but it's worth trying. The four steps I outline are up for debate, with some progress in each:	Ich weiß nicht, ob Vorbeugung möglich ist, aber es lohnt sich, es zu versuchen. Die vier von mir skizzierten Schritte stehen zur Diskussion, wobei jeweils einige Fortschritte erzielt wurden:	yes
Description: names for incidents of human-algorithm behavior that account for algorithms & humans. Explanation: account for both sides of mutual influence	Beschreibung: Namen für Ereignisse des Mensch-Algorithmus-Verhaltens, die Algorithmen & Menschen berücksichtigen. Erklärung: Berücksichtigung beider Seiten der gegenseitigen Beeinflussung	yes
Forecasting: anticipating harms before they happen (even if by minutes) Interventions: knowledge about things we can do to create change, within some confidence bounds	Vorhersage: Vorhersage von Schäden, bevor sie eintreten (wenn auch nur in Minutenschnelle) Interventionen: Wissen darüber, was wir tun können, um Veränderungen herbeizuführen, innerhalb gewisser Vertrauensgrenzen	yes
I didn't watch the CNN town hall, but it seems as if Trump said exactly the same things he says every time he opens his mouth or presses Send on his phone. Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.	Ich habe das CNN-Rathaus nicht gesehen, aber es scheint, als hätte Trump immer das Gleiche gesagt, was er sagt, wenn er den Mund aufmacht oder Send drückt. Selbst wenn er es nicht während des Rathauses gesagt hat, wird es doch jeder in Amerika hören, und zwar immer wieder, bis November 2024.	yes
That's still no reason to give him another venue, but the harm is being exaggerated. He'll win the primaries. We can't will him away. He's here and he's going to say this stuff no matter what.	Das ist immer noch kein Grund, ihm einen anderen Ort zu geben, aber der Schaden wird übertrieben. Er wird die Vorwahlen gewinnen. Wir können ihn nicht wegwerfen. Er ist hier und er wird das sagen, egal was passiert.	yes
Signed up for Google's "AI Test Kitchen" waitlist and got in same day. It's very underwhelming at the moment.	Registriert für Googles „AI Test Kitchen“ Warteliste und bekam am selben Tag. Es ist sehr wenig beeindruckend im Moment.	yes
The "MusicLM Demo" is mildly interesting. You can ask for a specific piece of music like "jazz with a trumpet solo in 5/4 tempo" and it will generate two tracks for you after a few seconds. It seems to understand tempo, but... the music's just... not good.	Das „MusicLM Demo“ ist etwas interessant. Du kannst ein bestimmtes Musikstück wie „Jazz with a trumpet solo in 5/4 tempo“ anfordern und es generiert nach ein paar Sekunden zwei Tracks für dich. Es scheint Tempo zu verstehen, aber... die Musik ist einfach... nicht gut.	yes
Throwing everything you've got over the fence in response to GPT is not it. Try harder Google.	Alles, was Sie haben, über den Zaun werfen als Reaktion auf GPT ist es nicht. Versuchen Sie mehr Google.	yes
It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress. I work out alone in my bedroom without a spotter or even a weight rack. Just me and a barbell with a bunch of weights. I bench press on my bed. If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me. Anyway, load is going up today. Still feels good.	Es ist komisch, Gewicht zu heben, aber auch keine Ahnung zu haben, wie viel ein Rep-Maximum ist, denn das ist eine der wichtigsten Methoden, mit denen Menschen ihren Fortschritt verfolgen. Ich trainiere alleine in meinem Schlafzimmer, ohne Aufpasser oder Hantelständer. Nur ich und eine Langhantel mit Hanteln. Ich drücke auf meinem Bett. Wenn ich versuche, herauszufinden, dass mein einziger rep max ist, könnte ich nicht genug Gewichte besitzen, um max zu machen, oder umgekehrt könnte es mich ernsthaft verletzen/töten. Jedenfalls steigt die Last heute. Fühlt sich immer noch gut an.	yes
I swear burrata didn't exist five years ago	Ich schwöre, Burrata gab es vor fünf Jahren nicht.	yes
This is my personal Mandela effect thing. I'd never seen it in a cookbook. I'd never seen it at the fancy grocer or any of the Italian delis. I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days	Das ist mein persönlicher Mandela-Effekt. Ich hatte ihn noch nie in einem Kochbuch gesehen. Ich hatte ihn noch nie in einem schicken Lebensmittelgeschäft oder einem der italienischen Delis gesehen. Ich hatte nie eine Mutter gesehen, die ihn gemacht hat, oder mir auf einer Party zugeschoben wurde, oder gesehen, wie er in Verbindung mit irgendwelchen Eskapaden oder Backtagen auftaucht.	yes
It just appeared one day and suddenly it was available everywhere. I've entered the burrata dimension.	Es tauchte eines Tages auf und plötzlich war es überall verfügbar. Ich habe die Burrata-Dimension betreten.	yes
drake's aging iPad is giving out, so she's in the market for a new tablet. Having been radicalized here, we're reluctant to buy a new FAANG machine*. Does anyone have a Linux tablet they love?	Drakes alterndes iPad gibt auf, also ist sie auf dem Markt für ein neues Tablet. Da wir hier radikalisiert wurden, zögern wir, ein neues FAANG-Gerät zu kaufen. Hat irgendjemand ein Linux-Tablet, das er liebt?	yes
This would be mainly for web browsing, occasional email, and some games.	Dies wäre hauptsächlich für Web-Browsing, gelegentliche E-Mails und einige Spiele.	yes
In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,	1998-06 kommentierte Gamefan, in Bezug auf die lange Entwicklung des ersten Unreal-Spiels, Jason Schrieber,	yes
"A good game is only late until it ships. A bad game is bad forever."	„Ein gutes Spiel ist erst spät, wenn es versendet wird. Ein schlechtes Spiel ist ewig schlecht.“	yes
So was it Epic that originated this? We can keep going.	War es Epic, das das verursacht hat? Wir können weitermachen.	yes
An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,	Eine frühere Ausgabe von GamePro 1997-11 hat ein Zitat mit weit mehr Mehrdeutigkeit,	yes
"Or, as an industry catch phrase goes: A late game is only late until it ships. A bad game is bad for the rest of your life."	„Oder, wie es in der Branche heißt: Ein spätes Spiel ist erst spät, wenn es ausgeliefert wird. Ein schlechtes Spiel ist schlecht für den Rest deines Lebens.“	yes
Is it so ephemeral then? Merely a "catchphrase" with no clear originator?	Ist es denn so kurzlebig? Bloß ein „Catchphrase“ ohne eindeutigen Urheber?	yes
Smoky, my 10 month old male Domestic Blue kitten, playing with a red rubber Apple Pencil comfort device bought from Amazon he absconded months ago. He carries it in his mouth proudly all over the house, and I just have to laugh inwardly. Every time I see him do it.	Smoky, mein 10 Monate alter Kätzchen Domestic Blue, spielt mit einem roten Apple Pencil-Komfortgerät, das er vor Monaten von Amazon gekauft hatte. Er trägt es stolz im Maul durch das ganze Haus und ich muss innerlich nur lachen. Jedes Mal, wenn ich ihn dabei sehe.	yes
Have now done a full round trip on the new ICNG train. I really like it. Esp the carriages with the bigger windows. There's areas that could use some polish. Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.	Habe nun eine ganze Hin- und Rückfahrt mit dem neuen ICNG-Zug hinter mir. Das gefällt mir sehr gut. Besonders die Waggons mit den größeren Fenstern. Es gibt Bereiche, die etwas Politur gebrauchen könnten. Nämlich das Fehlen von genügend Mülleimern und das Fehlen von Schildern, die die Bedeutung der Beleuchtungsfarben erklären.	yes
Fix those minor issues, and then can we have more of these please? I won't be sad to see the end of the ICM or DDZ stock.	Beheben Sie diese kleinen Probleme, und können wir dann bitte mehr davon haben? Ich werde nicht traurig sein, wenn ich das Ende der ICM- oder DDZ-Aktie sehe.	yes
One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board. You can buy ONE of the boards listed above, not one of each. There are no buying restrictions on Picos or other merchandise.	Wir versuchen sicherzustellen, dass jeder, der in der Schlange steht, ein Brett in die Finger bekommt. Sie können EINES der oben aufgeführten Boards kaufen, nicht eines von jedem. Es gibt keine Einkaufsbeschränkungen für Picos oder andere Waren.	yes
Yesterday I had the best time with my friend and former rabbi colleague. We visited for a couple hours on my porch. Such friendships transcend differences. We all have stories to tell. The Lord bless you and keep you! And the marsh is greening up.	Gestern hatte ich die schönste Zeit mit meinem Freund und ehemaligen Rabbiner-Kollegen. Wir besuchten sie für ein paar Stunden auf meiner Veranda. Solche Freundschaften übersteigen die Differenzen. Wir alle haben Geschichten zu erzählen. Gott segne dich und behüte dich! Und der Sumpf grünt.	yes
I quite like akkoma the software and the domain name I got for my instance. But I feel somehow I started this instance on the wrong foot, so to speak. And I never got comfy there. Will still linger a bit longer on here and think about whether I should migrate at all.	Ich mag akkoma die Software und den Domainnamen, den ich für meine Instanz bekommen habe. Aber ich habe das Gefühl, dass ich diese Instanz irgendwie auf dem falschen Fuß gestartet habe. Und ich habe mich dort nie wohlgefühlt. Werde hier noch ein bisschen länger verweilen und überlegen, ob ich überhaupt umziehen soll.	yes
#FalconGameBooks	#FalconSpielbücher	yes
The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them. The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected. The rock beneath you gives way suddenly. Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below. The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs. Nobody will ever know that you were the first human future traveller.	Die achtäugigen Repniden scheinen zu beobachten, wie du den Flyer auf dem roten Boden niederlegst, aber sie bewegen sich nicht auf dich zu, tatsächlich sind sie bewegungslos, während du aus dem Flyer kletterst und langsam auf sie zugehst. Der Boden unter deinen Füßen beginnt zu zittern und dann zu beben, wie bei einem Erdbeben, und du verlierst den Halt, obwohl die Repniden unbeeinflusst zu sein scheinen. Der Fels unter dir gibt plötzlich nach. Repniden haben sich unter die Oberfläche getrieben und du fällst in eine kochende Masse von Hunderten von Repniden-Körpern in einer Höhle darunter. Das Ende ist schnell, denn mehrere Reißzähne injizieren ihr tödliches Gift und die Luft von Dyskra verseucht Ihre Lungen. Niemand wird je erfahren, dass Sie der erste menschliche zukünftige Reisende waren.	yes
