בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
"'השלוחים החדשים', הם טרוריסטים עם מקלדת שדינם כמו לוחמי ארגוני טרור אחרים.	“ The New Shippers are terrorists with keyboards who are just as convicted of being fighters of other terrorist organizations as they are of other terrorist organizations.”	no
אנחנו יודעים מי הם, אנחנו פוגעים בהם ובשולחיהם, וגם היום הם על הכוונת שלנו – ולא רק במימד הקיברנטי.	We know who they are, we hurt them and their senders, and even today they are in our crosshairs  and not only in the cyber dimension.	no
שום מתקפה מול אזרחי ישראל לא תעבור לסדר היום.	No attack against Israeli citizens will be on the agenda.	no
והאחריות היא של התוקפים ושל המדינה שמממנת ושולחת אותם.	And the responsibility lies with the attackers and the state that finances and sends them.	no
תקיפת סייבר יכולה להיענות במגוון דרכים במרחב הסייבר ובמרחבים נוספים".	A cyberattack can be answered in a variety of ways in cyberspace and in other spaces."	no
גנץ המשיך במתקפה על מעצמת הגרעין: "איראן מובילה את טרור הסייבר – ועושה מהלכים שמטרתם להשפיע על תהליכים דמוקרטיים ועל ממשלים, כפי שקרה בבחירות לנשיאות ארצות הברית ובניסיונות נוספים שישראל מודעת אליהם.	Gantz continued his attack on the nuclear power: “ Iran is leading cyber terrorism  and making moves aimed at influencing democratic processes and governments, as happened in the U.S. presidential elections and other attempts that Israel is aware of.	no
פעולות כמו זו של יחידת 'שאהיד כאווה' שאספה מידע על ספינות, תחנות דלק ומפעלי תעשייה במספר מדינות, נעשו תחת דירקטיבה ישירה של ההנהגה האיראנית ומשמרות המהפכה כפי שנחשף בתחקירים".	Actions such as that of the Shahid Kaveh unit, which collected information on ships, gas stations and industrial plants in several countries, were carried out under the direct directive of the Iranian leadership and the Revolutionary Guards, as revealed in the investigations."	no
עוד הוסיף כי "בשנים האחרונות בלמנו ניסיונות רבים לפרוץ לחברות פרטיות וציבוריות, בארץ ובחו"ל.	He added, “ In recent years, we have stopped many attempts to break into private and public companies, in Israel and abroad.	no
אני קורא גם לציבור לדרוש 'אחריות קיברנטית', ולהעניש חברות וגופים שלא פועלים בהתאם להנחיות".	I also call on the public to demand 'cyber responsibility, ' and to punish companies and entities that do not act in accordance with the guidelines.	no
גנץ המשיך וסימן את היעדים הבאים של ישראל מול האיומים: "המשימה העליונה שלנו, בצבא, בתעשיות ובארגוני הביטחון השונים היא לבנות את האנשים, להכשיר אותם, ולהשאיר אותם.	Gantz went on to mark Israel's following targets in the face of the threats: “ Our supreme mission, in the army, in the industries and in the various security organizations, is to build the people, train them, and keep them.	no
אני והרמטכ"ל הצבנו את הנושא הזה כאחת המשימות המרכזיות ביחידות הרלבנטיות.	I and the Chief of Staff have placed this issue as one of the main tasks in the relevant units.	no
אנחנו בוחנים את בניין הכוח כל העת – גם בהיקפי כוח האדם, גם בנושא ההכשרות וגם בנושא המשימות.	We are constantly examining force build-up  both in terms of manpower, training and missions.	no
בשנים הקרובות נצטרך גם לבחון את צורת ההתארגנות, הניהול והתפעול של לוחמת הסייבר, על מאפייניה ההתקפיים וההגנתיים בצה"ל ובמערכת הביטחון כולה".	In the coming years, we will also need to examine the form of organization, management and operation of cyber warfare, its offensive and defensive characteristics in the IDF and the entire security system."	no
לבסוף סיכם שר הביטחון וקרא לשיתופי פעולה עם העולם: "יש חשיבות גדולה לשיתופי הפעולה שלנו עם העולם מול איראן גם במימד הסייבר.	Finally, the Minister of Defense concluded by calling for cooperation with the world: “ Our cooperation with the world vis-à-vis Iran is of great importance even in the cyber dimension.	no
את אותם שיתופי פעולה שאנו בונים באזור מול איראן בהיבטים של הגנה מול איומים שונים – אנחנו מרחיבים גם במימד הסייבר".	The same collaborations that we are building in the region vis-à-vis Iran in aspects of defense against various threats  we are also expanding in the cyber dimension."	no
סגן מפקד יחידת 8200 חשף: "סיכלנו את הניסיון להרעיל את מערכות המים".	The deputy commander of Unit 8200 revealed: "We thwarted the attempt to poison the water systems"	no
אורי, סגן מפקד יחידת 8200, אמר בהופעה הפומבית הראשונה של היחידה בכנסים מסוג זה, חשף כי ישראל סיכלה התקפה על מערכות המים.	Uri, deputy commander of Unit 8200, said in the unit's first public appearance at conferences of this type, revealed that Israel had thwarted an attack on the water systems.	no
"סיכול איומי סייבר הוא חלק מרכזי בפעילות שלנו.	" Countering cyber threats is a key part of our operations.	no
מטרתנו להשיג עליונות על התוקף, להצליח לזהות אותו ולפעול כדי לשלול את יכולותיו", אמר סגן מפקד 8200 והוסיף "כך לעיתים אנו גם מוצאים קורבנות מחוץ לישראל ואז אנו יוצרים קשר עם סוכניות אחרות אם צריך.	Our goal is to gain supremacy over the attacker, to be able to identify him and to act to negate his abilities, " said the deputy commander of 8200, adding, "this is how sometimes we also find victims outside Israel and then we contact other agencies if necessary."	no
אנו עושים זאת גם באופן עצמאי וגם על ידי שיתוף פעולה עם התעשייה וסוכנויות אחרות, באמצעות יישום ושימוש בכלים שפיתחנו.	We do this both independently and through cooperation with industry and other agencies, through the implementation and use of the tools we have developed and through the implementation and use of the tools we have developed.	no
8200 לא תנוח עד שהאיום יוסר".	8200 will not rest until the threat is removed"	no
כאמור, כך נחשף איום על מערכות המים של ישראל והניסיונות להרעיל את אזרחי ישראל: "סיכלנו את הניסיון להשתלט על מערכות המים הקריטיות של ישראל ולהרעיל אותן לפני מספר שנים.	As mentioned, this exposed a threat to Israel's water systems and attempts to poison the citizens of Israel: “ We thwarted the attempt to take over Israel's critical water systems and poison them a few years ago.	no
במקרה אחר זיהינו גם כי יריב מסוים תקף את ישראל ותוך כדי זיהינו שאותו תוקף ניסה גם לכוון לתחנות כוח בארה"ב.	In another case we also identified that a certain adversary attacked Israel, and in the process we identified that the same attacker also tried to target power plants in the United States.	no
זו הייתה האינדיקציה הראשונה להתקפה זו.	This was the first indication of this attack.	no
את האיום הזה הצלחנו למנוע באמצעות שיתוף פעולה הדוק עם השותפים האמריקאים שלנו".	We have been able to prevent this threat through close cooperation with our American partners."	no
צפו: כך המשטרה נערכת לחיסול מחבלים באוכלוסייה אזרחית	Watch: This is how the police are preparing to eliminate terrorists in the civilian population.	yes
מג"ב ירושלים חונכת מתקן חדש "אסף" המדמה ירי בקהל צפוף בתגובה לרצף הפיגועים שהתרחשו בחודשים האחרונים •	The Jerusalem Border Police inaugurates a new facility "Assaf" that simulates shooting in a crowded crowd in response to the series of attacks in recent months•	yes
מדריך לחימה בטרור של מג"ב עוטף ירושלים: "הפיתוח, נותן מענה רלוונטי לאיומי הייחוס ומדמה את המציאות בשטח" •	Border Police Counterterrorism Guide near Jerusalem: “ The development provides a relevant response to the attribution threats and simulates the reality on the ground.”	yes
הצצה למתקן "אסף"	A glimpse of the "Assaf" facility.	yes
מתכוננים לפיגוע הבא: רצף פיגועי טרור שבוצעו באביב בידי פלשתינים וערבים ישראלים, במהלכם נרצחו 19 בני אדם ונפצעו כ-70 אזרחים, הובילו את משמר הגבול לפתח טכניקה ייחודית שמאמנת לוחמים להסתער על מחבלים בתוך אוכלוסייה אזרחית ולבצע ירי בתנועה.	Preparing for the next attack: A series of terrorist attacks carried out in the spring by Palestinians and Israeli Arabs, during which 19 people were murdered and about 70 civilians were wounded, led the Border Police to develop a unique technique that trains fighters to storm terrorists within a civilian population and carry out shooting in traffic.	yes
חשיפת "ישראל היום": הצצה למתקן "אסף"	Israel Hayom exposed: A glimpse of the "Assaf" facility.	yes
הטרור העממי מתמקד בפגיעה באזרחים ומטרתו לערער את תחושת הביטחון הדרושה לניהול חיים תקינים של אוכלוסייה אזרחית.	Popular terrorism focuses on harming civilians and aims to undermine the sense of security necessary to lead a normal life of a civilian population.	yes
גל הפיגועים הקשה שהתרחש השנה, עם פיגועים בבאר שבע, בחדרה, בני ברק, אריאל, אלעד, ובמיוחד זה שהתרחש בתחילת אפריל ברחוב דיזינגוף הסואן בלב תל אביב, על ידי מחבל שנטמע בתוך המון, הובילו את המשטרה לחשיבה יצירתית לצורך פיתוח כלי שיהיה ניתן באמצעותו לאמן לוחמים להסתער על מחבלים בתוך אוכלוסייה אזרחית.	The severe wave of attacks that took place this year, with attacks in Be 'er Sheva, Hadera, Bnei Brak, Ariel, Elad, and especially the one that took place in early April on the busy Dizengoff Street in the heart of Tel Aviv, by a terrorist who was assimilated into a crowd, led the police to think creatively in order to develop a tool that could be used to train fighters to storm terrorists within the civilian population.	yes
את מלאכת החשיבה הוביל אגף ההדרכה של המשטרה ומשמר הגבול.	The work of thinking was led by the training division of the police and the Border Police Department.	yes
הללו יצאו בתחרות במחוזות המשטרה השונים תחת הכותרת "מפקדים מובילים למידה", בה נדרש כל מחוז לפתח אמצעים שיסייעו בשיפור מיומנויות השיטור והלחימה של הלוחמים, השוטרים והמפקדים.	These emerged in competition in the various police districts under the title "Commanders Leading Learning", in which each district was required to develop measures that would help improve the policing and fighting skills of the fighters, police officers and commanders.	yes
במסגרת התחרות, וכמענה לצורך בתרגול לוחמי מג"ב ללחימה באימון ירי בתנועה ובמתארים מסוג זה, אסף בן דויד, מדריך לחימה בטרור של מג"ב עוטף ירושלים פיתח את "מתקן אסף", המורכב ממטרה דינאמית, שמחוברת למוט טלסקופי עליו מורכב מנשא שניתן לרתום למדריך.	As part of the competition, and as a response to the need to train Border Police fighters for combat in shooting training on the move and in this type of descriptions, Assaf Ben David, Border Police counter-terrorism instructor near Jerusalem, developed the Assaf facility, consisting of a dynamic target, which is connected to a telescopic pole on which a carrier can be harnessed to guide, which can be harnessed to guide.	no
משרתם המדריך את המנשא למותנו, הוא יכול לתרגל את הלוחם שעומד לפניו על ידי שליטה והזזת המטרה לצדדים וטווחים שונים.	Their servant guides the carrier to our death, he can practice the warrior standing in front of him by controlling and moving the target to different sides and ranges.	no
יודגש כי בשנים האחרונות, לוחמי ולוחמות משמר הגבול התמודדו עם פיגועים רבים בהם המפגע, מבצע ירי ומהווה איום תוך כדי תנועה בזירות רוויות באזרחים חפים מפשע.	It should be emphasized that in recent years, Border Police fighters have faced many attacks in which the perpetrator shoots and poses a threat while moving in arenas saturated with innocent civilians.	no
"מתקן אסף", בגרסתו הנוכחית מתבסס על מרכיבים וחלקים שנעשים בהם שימוש בתחומים שונים.	The Assaf facility, in its current version, is based on components and parts used in various fields.	no
לדוגמא, המוט הטלסקופי ששודרג ושולב במתקן, נלקח מתחום האחזקה והניקיון.	For example, the telescopic rod that was upgraded and integrated into the facility, was taken from the field of maintenance and cleaning.	no
באמצעות המתקן ניתן לדמה ירי בתנועה בתוך אוכלוסייה אזרחית לעבר מטרה דינמית תוך שמירה על קשר עין עם האובייקט, טיפול במעצור בתנועה, בחירת נתיב התקדמות ביצוע ירי סלקטיבי כולל תרגול של מניעת פגיעה בבלתי מעורבים.	Using the facility, it is possible to simulate shooting in motion within a civilian population at a dynamic target while maintaining eye contact with the object, handling a traffic stop, choosing a path of progress, performing selective shooting, including practicing preventing injury to uninvolved civilians.	no
רס"ב אסף בן דויד, שהמתקן נקרא על שמו אומר: "המתקן שפיתחנו, הוא בגדר פריצת דרך בלמידה והכשרת לוחמים ושוטרים.	Major Assaf Ben David, after whom the facility is named, says: “ The facility we developed is a breakthrough in learning and training fighters and police officers.	no
הפיתוח, נותן מענה רלוונטי לאיומי הייחוס ומדמה את המציאות בשטח.	The development provides a relevant response to the attribution threats and simulates the reality on the ground.	no
התועלת בפיתוח אל מול עלות הייצור הזולה יחסית מהווה לנו יתרון משמעותי בתחרות".	The benefit of development in the face of the relatively cheap cost of production is a significant advantage for us in the competition."	no
מבקר המדינה מזהיר: "ועדת הבחירות המרכזית לא ערוכה לאיומי הסייבר"	The State Comptroller warns: “ The Central Election Commission is not prepared for cyber threats” .	yes
מתניהו אנגלמן התריע בשבוע הסייבר הבינלאומי מפני חוסר המוכנות של ישראל לתקיפות פצחנים •	Netanyahu Engelman warned at International Cyber Week about Israel's lack of preparedness for bomb attacks•	yes
"מלחמת העולם השלישית תהיה מלחמת האקרים אך העולם לא ערוך אליה".	“ World War III will be a hacker war, but the world is not prepared for it.”	yes
מבקר המדינה מתניהו אנגלמן השתתף היום (רביעי) בכנס הסייבר השנתי של אוניברסיטת תל אביב והביע חשש מפני מתקפות סייבר על ישראל.	State Comptroller Matanyahu Engelman participated today ( Wednesday) in Tel Aviv University's annual cyber conference and expressed concern about cyberattacks on Israel.	yes
"אנחנו חשופים.	“ We are exposed.	yes
הנתונים שלנו גלויים ליותר מדי אנשים.	Our data is visible to too many people.	yes
הכסף שלנו חשוף, הילדים שלנו חשופים, הבריאות שלנו חשופה, הביטחון שלנו חשוף.	Our money is exposed, our children are exposed, our health is exposed, our security is exposed.	yes
מלחמת העולם השלישית תהיה מלחמת סייבר, אבל העולם לא מוכן אליה".	World War III will be a cyber war, but the world is not ready for it."	yes
אנגלמן סיפר כי במסגרת ביקורות הסייבר שמשרדו עורך, נמצאו ליקויים משמעותיים: "בשנה האחרונה ביצענו בדיקות חדירה במרכז ניהול התנועה בירושלים, בבתי חולים ובמערכות רשות המיסים.	Engelman said that as part of the cyber audits his office conducts, significant deficiencies were found: “ In the past year, we have carried out penetration tests at the movement management center in Jerusalem, in hospitals and in the Tax Authority systems.	yes
בביקורות מצאנו ליקויים משמעותיים, לרבות העובדה שמעט מאוד בדיקות חדירה בוצעו על ידי גופים ציבוריים וחלקם ערכו בדיקות חדירה רק במהלך הביקורת.	In the audits, we found significant deficiencies, including the fact that very few penetration tests were performed by public bodies and some conducted penetration tests only during the audit.	yes
בנוסף עלו ליקויים במוכנות ועדת הבחירות המרכזית לאיומי הסייבר".	In addition, there were deficiencies in the Central Election Commission's preparedness for cyber threats.	no
"אנו במשרד מבקר המדינה מתחייבים להמשיך ולהתייחס לנושא משמעותי זה ביתר שאת, לטובת אזרחי ישראל והעולם כולו", סיכם.	"We at the State Comptroller's Office undertake to continue to address this significant issue even more strongly, for the benefit of the citizens of Israel and the entire world, " he concluded.	no
מכוון גבוה: "הגעתי להפועל ירושלים כדי לזכות בתארים"	Aiming high: “ I came to Hapoel Jerusalem to win titles.”	yes
הבחירה באדומים: "מהרגע הראשון הראו לי שרוצים אותי, אני בנוי להוביל קבוצה גדולה" •	The choice of red: "From the first moment they showed me that they wanted me, I was built to lead a large group"•	yes
החזרה לנבחרת ישראל אחרי ארבע שנים: "הרגשתי שהיה לי מקום, רוצה להיות בסגל ליורובאסקט" •	Return to the Israeli national team after four years: "I felt like I had a place, wanting to be on the roster for Eurobasket"•	yes
והתקופה במכבי ת"א: "למדתי להתרכז רק במה שבשליטתי" •	And the period at Maccabi Tel Aviv: "I learned to concentrate only on what is in my control"•	yes
עוז בלייזר בראיון.	Oz Blazer in an interview.	yes
עוז בלייזר ייצא היום עם שחקני נבחרת ישראל לפולין, שם יפגשו את הנבחרת המקומית במוקדמות אליפות העולם 2023 (חמישי, 21:30 שעון ישראל).	Oz Blazer will leave today with the players of the Israeli national team to Poland, where they will meet the local team in the 2023 World Championship qualifiers ( Thursday, 21:30 Israel time) .	yes
שלושה ימים לאחר מכן תארח הנבחרת את אסטוניה בהיכל קבוצת שלמה.	Three days later, the team will host Estonia at the Shlomo Group Arena.	yes
במקביל לאימונים האינטנסיביים עם הנבחרת, בלייזר עסק בשבוע האחרון גם בעתידו, עד שחתם לשנתיים בהפועל ירושלים.	In addition to intensive training with the national team, Blazer also dealt with his future in the past week, until he signed for two years at Hapoel Jerusalem, signing for Hapoel Jerusalem.	yes
"יש לי ראש שקט עכשיו אחרי שמצאתי קבוצה", הוא אומר ל"ישראל היום" בראיון ראשון ומיוחד מאז החתימה.	"I have peace of mind now that I've found a team, " he told Israel Hayom in his first and special interview since signing, " he told Israel Hayom in a first special interview since signing.	yes
"יש לי עכשיו קצת לחץ כי אני צריך לעבור דירה עם המשפחה אחרי שהשתקענו באזור המרכז וזה לא קל, אבל אין כבר טלפונים ומבחינה מקצועית אני הרבה יותר רגוע".	"I have a bit of pressure now because I have to move with my family after settling in the central area and it's not easy, but there are no phones anymore and professionally I'm much calmer."	yes
לא היית בנבחרת ארבע שנים, עד כמה אתה שמח לחזור, ועד כמה אתה רוצה לשחק בשני המשחקים הקרובים?	You haven't been on the national team for four years, how happy are you to be back, and how much do you want to play in the next two games?	no
"קודם כל, אני רוצה ליהנות בנבחרת ואני בא בגישה של לתרום בכל מה שאני יכול, אם זה מהניסיון שלי ואם זה על המגרש.	“ First of all, I want to enjoy the national team and I come with the attitude of contributing in whatever way I can, whether it's from my experience or whether it's on the field or not.	no
מובן שאשמח לשחק, אבל כשמגיעים לנבחרת כל אחד צריך לשים את האגו בצד ולעשות הכל כדי שהנבחרת תצליח.	Of course I would love to play, but when it comes to the national team, everyone has to put their egos aside and do everything in order for the team to succeed.	no
אני פה בשביל מה שיצטרכו ממני".	I'm here for whatever they need from me."	no
עכשיו אתם 14 שחקנים, ולאליפות אירופה יצטרף דני אבדיה, גבי צ'אצ'אשווילי יחזור, ואולי גם יהיו שינויים נוספים.	Now you are 14 players, and Dani Avdia will join the European Championship, Gabi Chachashvili will return, and there may also be other changes.	no
שמת לך למטרה להיות בסגל לאליפות?	You set the goal of being on the roster for the championship.	no
"אשמח להיות על המגרש ולתרום".	“ I would love to be on the field and contribute” .	no
בלייזר בן ה־29 (1.99 מ') שיחק בשנתיים האחרונות במכבי ת"א.	29-year-old Blazer ( 1) . 99m) He has played for Maccabi Tel Aviv for the past two years.	no
כשהסתיימה העונה היה ברור שהוא לא ימשיך בצהוב ואחרי כמה שבועות עבר לבירה, כשהוא מעדיף את הירושלמים על פני הפועל חולון.	When the season ended it was clear that he would not continue in yellow and after a few weeks he moved to the capital, preferring Jerusalemites over Hapoel Holon to Hapoel Holon.	no
היו לך עוד הצעות, למה בחרת דווקא בהפועל ירושלים?	You had other suggestions, why did you choose Hapoel Jerusalem?	no
"הם הראו נכונות מאוד גדולה כדי שאני אהיה שם, ולכן היה מו"מ קל יחסית.	“ They showed a great willingness for me to be there, so negotiations were relatively easy.	no
ברגע שהרגשתי חיבור עם ההנהלה ועם המאמן הבנתי שזה המקום הנכון בשבילי.	As soon as I felt a connection with the management and the coach, I realized that this was the right place for me.	no
גם הסיטואציה נראית לי טובה ומתאימה.	The situation also seems good and appropriate to me.	no
אני בא להוביל ולהיות חלק משמעותי מהקבוצה.	I come to lead and be a significant part of the team.	no
דיברתי עם המאמן ויש לו מנטליות של עבודה קשה ושל ניצחונות, וזה בדיוק מה שאני מביא.	I've spoken to the coach and he has a mentality of hard work and winning, and that's exactly what I bring.	no
תמיד אהבתי לשחק בארנה, כי אני מקבל אנרגיות גם עם הקהל הוא נגדי, ועכשיו שהם יהיו בצד שלי זה יהיה עוד יותר טוב.	I have always loved playing in the Arena, because I get energies even if the crowd is against me, and now that they will be on my side it will be even better.	no
אני בטוח שתהיה קבוצה מחויבת ומהנה ורציתי להיות חלק מזה".	I'm sure there will be a committed and fun team and I wanted to be a part of that."	no
תרחיב קצת על השיחה שלך עם המאמן דז'יקיץ'.	Expand a little on your conversation with Coach Dzikic.	no
"מבחינה מקצועית הוא מאמין בהרבה תנועה ללא כדור, הוא מתכנן להביא מוסרים טובים עם איי.קיו כדורסל גבוה ורוצה קבוצה אינטנסיבית מאוד.	"Professionally he believes in a lot of movement without a ball, he plans to bring good morals with I.I. The basketball team is high and you want a very intense team.	no
הוא מאמין באנרגיות גבוהות בהגנה ובהתקפה ועם הקהל בארנה זה יכול להצליח".	He believes in high energies in defense and attack and with the Arena crowd it can be successful"	no
הסתכלתי על הקריירה שלך וראיתי שבכל קבוצה נשארת לפחות שנתיים, אם לא יותר.	I looked at your career and saw that in every team you stay at least two years, if not more.	no
אתה מרגיש שגם בירושלים אתה יכול להישאר כמה שנים?	You feel that even in Jerusalem you can stay for a few years.	no
"בכל מקום שאני מגיע אני אוהב להתחבר ולתת הכל, ואנשים מעריכים את זה.	"Everywhere I go I like to connect and give everything, and people appreciate that.	no
מהרגע שחתמתי בירושלים הטלפון שלי לא הפסיק לצלצל ולצפצף.	From the moment I signed in Jerusalem, my phone kept ringing and beeping.	no
קיבלתי הרבה הודעות שכבר מחכים לי.	I've received a lot of messages that are already waiting for me.	no
אז אני מאמין שמחכה לנו תקופה טובה".	So I believe that a good time awaits us"	no
אתה חושב שבירושלים תוכל להיות שחקן יותר משמעותי מאשר במכבי ת"א?	You think in Jerusalem you could be a more significant player than in Maccabi Tel Aviv.	no
איך אתה מסכם את השנתיים במכבי ת"א?	How do you summarize the two years at Maccabi Tel Aviv?	no
"לצערי היו דברים שלא היו בשליטתי בעונה האחרונה.	"Unfortunately, there were things that were out of my control last season.	no
כולם ראו שנשארתי מקצוען לכל אורך הדרך, ולא משנה כמה קיבלתי - תמיד נתתי הכל.	Everyone saw that I remained a professional every step of the way, and no matter how much I got  I always gave everything back.	no
אני גאה בדרך שעשיתי בשנה האחרונה, ועכשיו כל אחד הולך לדרכו".	I'm proud of the way I've done this past year, and now everyone is going their own way.	no
אם זה היה תלוי בך, היית רוצה להישאר במכבי?	If it were up to you, you would want to stay at Maccabi.	no
"אחרי השנה האחרונה היה ברור לשני הצדדים שאנחנו הולכים לכיוון של פרידה, אבל זה חלק מהעסק.	“ After the last year, it was clear to both sides that we were going in the direction of separation, but that's part of the business.	no
לקראת סוף העונה נפגעתי קצת בדקות והמעמד שלי ירד, למרות שבאמצע השנה הייתה לי תקופה מצוינת, אבל הם החליטו ללכת לכיוונים אחרים.	Towards the end of the season I hurt a bit in minutes and my status dropped, although in the middle of the year I had a great time, but they decided to go in other directions, but they decided to go in different directions.	no
אחרי שהבנתי את הסיטואציה שם, הבנתי שזה פחות המקום בשבילי.	After I understood the situation there, I realized that this was less the place for me.	no
הפועל ירושלים היא האופציה הכי טובה עבורי ולכן בחרתי בה".	Hapoel Jerusalem is the best option for me and that's why I chose it.	no
לסיום, מה המטרות שלך בעונה הקרובה?	Finally, what are your goals for the upcoming season?	no
"דיברו הרבה על מה שהיה בחצי גמר הגביע בעונה שעברה כשצעקתי לעמי ביטון (מנהל הקבוצה במכבי ת"א - י"מ) 'בשביל זה אני פה', אז בשביל זה הגעתי לירושלים – לקחת תארים".	"There was a lot of talk about what happened in the semi-finals of the Cup last season when I shouted to Ami Biton ( the team manager at Maccabi Tel Aviv) 'That's what I'm here for, ' so that's why I came to Jerusalem  to take titles."	no
ווייד בולדווין עשוי להצטרף למכבי ת"א	Wade Baldwin may join Maccabi Tel Aviv.	yes
הצהובים מנהלים מגעים עם כוכב באסקוניה בעונה החולפת (26, 1.93 מ') ומקווים לצרפו כדי להשלים את הקו האחורי לקראת עונת 2022/23.	The Yellows are in contact with the Basconia star this past season ( 26, 1) . 93m) and hope to attach it to complete the back line for the 2022/ 23 season.	yes
האם מכבי ת"א בדרך לרכש נוצץ?	Is Maccabi Tel Aviv on its way to a flashy procurement?	yes
הגארד ווייד בולדווין עשוי להצטרף לצהובים ולהשלים את הקו האחורי של עודד קטש לקראת עונת 2022/2023.	Guard Wade Baldwin may join the Yellows and complete Oded Ketch's back line for the 2022/2023 season.	yes
בולדווין (26, 1.93 מ') שיחק בעונה החולפת בבאסקוניה והעמיד ממוצעים מרשימים של 14.1 נקודות, 4.4 אסיסטים ו-3.6 ריבאונדים למשחק.	Baldwin ( 26, 1) . 93m) played last season in Basconia and averaged an impressive 14 times. 1 point, 4 points. 4 assists and 3 assists. 6 rebounds per game.	yes
לפני כן שיחק בבאיירן מינכן ובאולימפיאקוס, וגם עבר ב-NBA.	Before that, he played for Bayern Munich and Olympiacos, and also moved to the NBA.	yes
אם יחתום, יצטרף בולדווין לאלכס פוית'רס, גיא פניני, דארן היליארד, אוסטין הולינס ובונזי קולסון שכבר חתמו מוקדם יותר הקיץ.	If signed, Baldwin would join Alex Poythers, Guy Panini, Darren Hilliard, Austin Hollins and Bonzi Coulson who already signed earlier this summer.	yes
גם רפי מנקו וג'וש ניבו סגרו וצפויים לחתום בקרוב באופן רשמי.	Rafi Manko and Josh Nibo have also closed and are expected to officially sign soon.	yes
פרסום ראשון: אדם אריאל יעבור להפועל תל אביב?	First publication: Adam Ariel will move to Hapoel Tel Aviv.	yes
האדומים מעוניינים לצרף את הפורוורד בן ה-27 אם ישוחרר מהפועל ירושלים •	The Reds are interested in adding the 27-year-old forward if he is released from Hapoel Jerusalem•	yes
רז אדם עשוי להיות מושאל לעירוני נס ציונה •	Raz Adam may be loaned to Ironi Ness Ziona•	yes
בירושלים החליטו שלא לממש את האופציה של רטין אובאסוהן.	In Jerusalem, they decided not to exercise the option of Retin Obasohn.	yes
הפועל תל אביב בודקת את האפשרות לצרף את אדם אריאל אם ישוחרר מהפועל ירושלים.	Hapoel Tel Aviv is examining the possibility of adding Adam Ariel if he is released from Hapoel Jerusalem.	yes
כזכור, לפני כמה ימים פרסמנו כי עתידו של הפורוורד בן ה-27 במועדון הירושלמי מוטל בספק וייתכן שהקבוצה תנצל את אופציית היציאה מחוזהו, כשהחלטה סופית תתקבל ממש בימים הקרובים.	As you may recall, a few days ago we published that the 27-year-old forward's future at the Jerusalem club is in doubt and it is possible that the team will take advantage of the option to exit his contract, with a final decision to be made in the coming days.	yes
כעת מתברר כי אם אכן לא ימשיך בבירה, הפועל ת"א תנסה להחתימו בשורותיה.	Now it turns out that if he does not continue in the capital, Hapoel Tel Aviv will try to sign him in its ranks.	yes
ובירושלים, ראשי המועדון החליטו לא לממש את האופציה בחוזהו של רטין אובאסוהן לעונה נוספת והודיעו לו על שחרורו מהקבוצה.	And in Jerusalem, the club leaders decided not to exercise the option in Retin Obasohn's contract for another season and informed him of his release from the team.	yes
בתוך כך, הגארד רז אדם עשוי להיות מושאל לעירוני נס ציונה לאחר שביקש לעזוב את האדומים כדי לקבל יותר דקות משחק.	Meanwhile, Garde Raz Adam may be loaned out to Ironi Ness Ziona after asking to leave the Reds in order to get more playing minutes.	yes
במכבי ת"א הודיעו: נובאטוס מירושי נמכר לזולטה הבלגית	Maccabi Tel Aviv announced: Novatus Miroshi sold to Belgian Zulte.	yes
הקשר הטנזני הבינ”ל בן ה-19, שהצטרף למחלקת הנוער בעונת 2020/21, ישחק בעונה הבאה בזולטה וארגם מהליגה הבלגית.	The 19-year-old Tanzanian international midfielder, who joined the youth department in the 2020/21 season, will play next season in Zulte Vargem of the Belgian league.	yes
במכבי תל אביב הודיעו הערב (שלישי) כי הגיעו לסיכום עם זולטה וארגם מהליגה הבלגית על מכירתו של נובאטוס מירושי.	Maccabi Tel Aviv announced Tuesday evening that they have reached an agreement with Zulte Vargem of the Belgian League on the sale of Novatos Miroshi Novatos.	yes
הקשר הטנזני הבינ”ל בן ה-19 הצטרף למחלקת הנוער של מכבי תל אביב בעונת 2020/21 ושיחק 14 משחקים במדי קבוצת הנוער.	The 19-year-old Tanzanian international midfielder joined Maccabi Tel Aviv's youth department in the 2020/21 season and played 14 games for the youth team uniform.	yes
בעונה שעברה 2021/22 הושאל מירושי לבית”ר תל אביב בת-ים במדיה כבש שער ב-26 הופעות.	Last season 2021/22 Miroshi was loaned to Tel Aviv Bat Yam Media scored a goal in 26 appearances in 26 appearances.	yes
יצוין כי מירושי נמנה על סגל נבחרתה הבוגרת של טנזניה במדיה כבש 2 שערים ב-8 הופעות בין לאומיות.	It should be noted that Miroshi was part of Tanzania's senior national team squad and scored 2 goals in 8 international appearances.	yes
הרכש הנוצץ: ווייד בולדווין סיכם במכבי תל אביב	The shiny purchase: Wade Baldwin concluded at Maccabi Tel Aviv.	yes
הצהובים מתקרבים להשלמת הסגל: כוכב באסקוניה בעונה החולפת (26, 1.93 מ') צפוי לחתום בקרוב באופן רשמי ולהצטרף לקו האחורי של עודד קטש	The Yellows are nearing completion of the roster: Last season's Basconia star ( 26, 1) . 93m) is expected to officially sign soon and join Oded Ketch's back line.	yes
