Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks). But it allows to move fast and that's why it's ideal for small hacks.	Natürlich ist Flatter wirklich schlecht, wenn es darum geht, sich wie eine gute native App zu verhalten (überall, wirklich). Sogar Flatter Web Ziel ist scheiße). Aber es ermöglicht, sich schnell zu bewegen und deshalb ist es ideal für kleine Hacks.	yes
Echidna with amethyst and magenta spikes. They are average height, has an average build and muscular. Their tail is extremely thick. Their hair is raspberry, short and curly. Their eyes are pear and they wear scarlet cateye glasses. Their most interesting feature is their good deeds.	Echidna mit Amethyst- und Magentaspitzen. Sie sind durchschnittlich groß, haben einen durchschnittlichen Aufbau und muskulös. Ihr Schwanz ist extrem dick. Ihr Haar ist Himbeer, kurz und lockig. Ihre Augen sind Birne und sie tragen scharlachrote Cateye Brille. Ihr interessantestes Merkmal sind ihre guten Taten.	yes
Looking for a list of the best vampire games on PC? Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest. Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...	Suchen Sie nach einer Liste der besten Vampirspiele auf PC? In der Lage zu sein, wirklich hoch zu springen, normale Menschen in Stücke zu reißen, gruselige magische Kräfte zu verwenden und die Gesundheit aufzufüllen, indem Sie sich an Ihren Feinden erfreuen. Dies sollte ein Grundnahrungsmittel aller PC-Spiele sein, um ehrlich zu sein. Trotz der besten Bemühungen von Bram Stoker, Max Schreck und Stephenie Meyer, sie schlecht aussehen zu lassen, alle...	yes
Dreamed my parents were playing my porn game and giving me feedback.	Ich habe geträumt, dass meine Eltern mein Pornospiel spielten und mir Feedback gaben.	yes
In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it. So maybe she'll like my porn game too?	Im wirklichen Leben mochte meine Mutter ein Puzzlespiel, das ich vor Jahren gemacht habe, und sie fand die meisten Geheimnisse alleine, also war sie nicht nur Mutter, als sie sagte, sie mag es. Vielleicht mag sie mein Pornospiel auch?	yes
It maybe has too many language subtleties. Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.	Es hat vielleicht zu viele Sprachsubtilitäten. Ich muss es in Mandarin und/oder Hokkien übersetzen, von denen ich nichts weiß.	yes
Guess I'll have to see whether Bing or Google is better at translating dirty gay sex puns.	Ich schätze, ich muss sehen, ob Bing oder Google besser darin sind, schmutzige schwule Sexspiele zu übersetzen.	yes
Been toying with this thought for a little while:	Ich habe eine Weile mit diesem Gedanken gespielt:	yes
Mental health is often seen as something separate from "regular" health. Why? Because it happens in the mind and seems less tangible than physical health. In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.	Psychische Gesundheit wird oft als etwas getrenntes von "regelmäßiger" Gesundheit angesehen. Warum? Weil es im Geist passiert und weniger greifbar erscheint als die körperliche Gesundheit. In Wahrheit ist die Gesundheit Ihres Geistes, Ihres Gehirns genauso ein Gesundheitsproblem wie die Gesundheit Ihres Fußes.	yes
Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible. In the same way that mental health is seen as less "real" than physical health by many, I kind of feel that being trans is merely intersex of the mind.	Intersex wird sogar von TERFs und dergleichen anerkannt, weil es im Allgemeinen physischer und als solcher sichtbarer ist. So wie psychische Gesundheit von vielen als weniger "real" als körperliche Gesundheit angesehen wird, fühle ich irgendwie, dass Trans nur Intersexuell des Geistes ist.	yes
The more I read of studies on sex, gender, psychology, the more the statement of "My sex is male, my gender is female" seems simplistic and inaccurate. It almost seems like ceding part of an argument to TERFs. I feel that to be trans is to be "biologically non-binary". My sex is non-binary, my gender is female.	Je mehr ich über Studien zu Geschlecht, Geschlecht, Psychologie lese, desto mehr erscheint die Aussage "Mein Geschlecht ist männlich, mein Geschlecht ist weiblich" simplistisch und ungenau. Es scheint fast so, als würde man einen Teil eines Arguments an TERFs abtreten. Ich denke, Trans zu sein bedeutet "biologisch nicht-binär" zu sein. Mein Geschlecht ist nicht-binär, mein Geschlecht ist weiblich.	yes
I think the designation of "non-binary" needs to be extended from just a gender term, to be used when referring to sex.	Ich denke, die Bezeichnung "nicht-binär" muss von nur einem Geschlechterbegriff erweitert werden, um bei der Bezugnahme auf Geschlecht verwendet zu werden.	yes
I've been, on and off, listening to the works of @iotar	Ich habe immer wieder die Werke von @iotar gehört	yes
There's a lot of well good stuff in this mysterious collective's backlog. Like krauty moods and other worldly pop music and radiophonic workshop and all sorts. Very much worth having a go at.	Es gibt viele gute Sachen im Rückstand dieses mysteriösen Kollektivs. Wie krauty Stimmungen und andere weltliche Popmusik und radiophonische Workshops und alle möglichen. Es lohnt sich sehr, es zu versuchen.	yes
Also FWIW I like the archive.org interface a lot more than the desktop #bandcamp \- I've no idea how people use bc as their primary music platform (besides the political reasons).	Auch FWIW Ich mag die Archive. org Schnittstelle viel mehr als das Desktop #bandcamp \- Ich habe keine Ahnung, wie Menschen bc als ihre primäre Musikplattform verwenden (abgesehen von den politischen Gründen).	yes
Playing around a bit with Flutter. I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.	Ich spiele ein bisschen mit Flutter herum. Ich würde es hassen, mein Geschäft auf Technologie von Google zu stützen, um ehrlich zu sein, auf der anderen Seite ist Google einer der wenigen großen Player mit echten Anreizen, ein überzeugendes Cross-Plattform-Erlebnis zu schaffen, und das zeigt sich.	yes
(And also: The Web is now largely a Google thing, unfortunately)	(Und auch: Das Web ist jetzt leider weitgehend eine Google-Sache)	yes
Also please refrain from telling me that google/flutter apps suck on iOS and macOS. Cross platform is hard if you want to do it well. I know that.	Bitte verzichten Sie auch darauf, mir zu sagen, dass Google/Flutter-Apps auf iOS und macOS saugen. Cross-Plattform ist schwer, wenn Sie es gut machen wollen. Das weiß ich.	yes
Thank you to those people who have downloaded the latest update to Leasey. A few very small difficulties have come to light. Nothing to set alarm bells ringing but nevertheless they are being addressed. A small update will be produced next week to correct them. Most of yesterday was spent installing the new update for some customers, and everyone who does need that assistance should have received it by now. Have a good day!	Vielen Dank an diejenigen, die das neueste Update auf Leasey heruntergeladen haben. Einige sehr kleine Schwierigkeiten sind ans Licht gekommen. Nichts, um Alarmglocken läuten zu lassen, aber trotzdem werden sie angesprochen. Nächste Woche wird ein kleines Update erstellt, um sie zu korrigieren. Der größte Teil von gestern wurde damit verbracht, das neue Update für einige Kunden zu installieren, und jeder, der diese Hilfe braucht, hätte es bis jetzt erhalten sollen. Guten Tag!	yes
Tech confession: I can't wrap my head around Grafana & Prometheus, at least from a server/application metrics and monitoring standpoint.	Tech-Geständnis: Ich kann Grafana und Prometheus nicht verstehen, zumindest aus Server-/Anwendungsmetriken und Überwachungssicht.	yes
I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.	Ich weiß nicht genau, warum mein Gehirn es nicht herausfinden kann; Es könnte sein, dass die Werkzeuge einfach so breit und vage sind, dass mein Gehirn wegen "zu vielen Optionen" einfach feststeckt.	yes
I want to make dashboards. Grafana looks pretty. Brain no work.	Ich will Armaturenbretter machen. Grafana sieht hübsch aus. Gehirn keine Arbeit.	yes
So with a new #FFXIV raid tier approaching, I've long been thinking "man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me."	Da sich also eine neue #FFXIV Raid-Ebene nähert, denke ich schon lange: "Mann, ich würde gerne richtig überfallen, aber Party Finder klingt wie ein Chaos, und ich werde nie eine Statik finden, die mich haben wird."	yes
So I thought, screw it! I'll make my own static! Full of people too anxious to try joining a raid static, with no expectations of being good at all! There's... no way that would work, probably!	Also dachte ich, scheiße es! Ich mache meine eigene Statik! Voll von Leuten, die zu begierig sind, sich einer Überfall-Statik anzuschließen, ohne überhaupt zu erwarten, gut zu sein! Es gibt... Das würde wahrscheinlich nicht funktionieren!	yes
...And that's how I found myself having to sort out a raid group roster.	...Und so musste ich eine Raid-Gruppenliste aussortieren.	yes
I was a voracious reader in my youth. Then, life crushed my soul and I lost all my passion for fiction and great storytelling.	Ich war in meiner Jugend ein unersättlicher Leser. Dann zerquetschte das Leben meine Seele und ich verlor all meine Leidenschaft für Fiktion und großartiges Storytelling.	yes
But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.	Aber nach ~jahrzehntelangem Lesen fast nichts (mit Ausnahme funktionaler arbeitsbezogener Sachbücher und gelegentlicher Selbsthilfebücher) habe ich mir das Ziel gesetzt, in 2023 23-Bücher zu lesen.	yes
I'm now on book # 31 and it's only May.	Ich bin jetzt auf Buch # 31 und es ist erst Mai.	yes
I'm BACK baby!	Ich bin zurück Baby!	yes
I haven't really achieved anything. I'm happy that a few people have come to me in private and said "look, because of all your work, I'm gonna grant you this amount of money".	Ich habe wirklich nichts erreicht. Ich bin froh, dass ein paar Leute privat zu mir gekommen sind und gesagt haben: "Schau, wegen all deiner Arbeit gebe ich dir diese Menge Geld."	yes
I wanna see these companies that intermediate transactions explain to their customers how they set their percentages. They're not gonna talk about this on Bloomberg! But if Spotify has a good quarter, they will.	Ich möchte sehen, dass diese Unternehmen, die Zwischentransaktionen ihren Kunden erklären, wie sie ihre Prozentsätze festlegen. Sie werden nicht auf Bloomberg darüber reden! Aber wenn Spotify ein gutes Quartal hat, werden sie es tun.	yes
Is it a danger to let migrants in at the southern border? I dunno. Let them rehabilitate the hollowed out and decaying cities across the country. Again. These people want to improve their lives.	Ist es eine Gefahr, Migranten an der Südgrenze hereinzulassen? Ich weiß nicht. Lassen Sie sie die ausgehöhlten und verfallenen Städte im ganzen Land rehabilitieren. Nochmals. Diese Menschen wollen ihr Leben verbessern.	yes
White nationalists, gun fetishists, pro-dictator right wing.. there's the danger. Deport the white supremacists.	Weiße Nationalisten, Waffenfetischisten, pro-Diktator rechte Flügel... da ist die Gefahr. Abschiebe die weißen Suprematisten.	yes
I am so tired of the headlines claiming that "Remote work is dead." or that "Remote work was a failed experiment."	Ich bin so müde von den Schlagzeilen, die behaupten, "Remote Work ist tot". oder dass "Remote Work ein gescheitertes Experiment war".	yes
These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.	Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.	yes
There was remote work prior to 2020. There are still going to be jobs that can be accomplished remotely for the foreseeable future.	Vor 2020 gab es Remote-Arbeit. Es wird immer noch Jobs geben, die auf absehbare Zeit aus der Ferne erledigt werden können.	yes
Remote work is enabling. It enables people to work in comfortable spaces and not stuffy, noisy offices. It enables accessibility for anyone with an internet connection and a good working space. It enables people to avoid lengthy commutes that take time away from their day and their families.	Fernarbeit ist aktiviert. Es ermöglicht Menschen, in komfortablen Räumen und nicht in stickigen, lauten Büros zu arbeiten. Es ermöglicht die Zugänglichkeit für alle mit einer Internetverbindung und einem guten Arbeitsraum. Es ermöglicht den Menschen, lange Pendeln zu vermeiden, die Zeit von ihrem Tag und ihren Familien nehmen.	yes
To just ignore these facts is wrong. Stop generalizing and try to understand how your employees actually get work done.	Diese Fakten einfach zu ignorieren, ist falsch. Hören Sie auf, zu verallgemeinern und versuchen Sie zu verstehen, wie Ihre Mitarbeiter tatsächlich Arbeit erledigen.	yes
#WFH #business #neurodiversity	#WFH #business #neurodiversity	no
It's not just conservatives versus progressives, he told a seminar of more than 100 adherents in Grande Prairie.	Es geht nicht nur um Konservative gegen Progressive, sagte er einem Seminar von mehr als 100-Anhängern in Grande Prairie.	yes
"This is a war between the pro-humans and anti-humans," he said. Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.	"Dies ist ein Krieg zwischen Pro-Menschen und Anti-Menschen", sagte er. Parker bezog sich auf Abtreibung und den Impuls moderner urbaner Frauen, Kinder für ihre Karriere zu verzögern.	yes
He also argues that NDP and progressives want to depopulate society for the sake of the environment. "You are the carbon they are trying to reduce."	Er argumentiert auch, dass NDP und Progressive die Gesellschaft um der Umwelt willen entvölkern wollen. "Du bist der Kohlenstoff, den sie reduzieren wollen."	yes
So like from the beginning for all my birthdays in the past, I always had rough ones. Whenever May would pop up I dreaded trying to celebrate my bday. Something would always happen, go wrong, or just end up stressful and depressing. I fought over the years to get out of that mindset and to have better bdays. It took years of changing my life and working hard but finally... I'm starting to smile and enjoy my bday with no worries. And today is already becoming a great day!	So wie von Anfang an an für alle meine Geburtstage in der Vergangenheit hatte ich immer harte. Wann immer Mai auftauchte, fürchtete ich mich, meinen Geburtstag zu feiern. Etwas würde immer passieren, schief gehen oder einfach stressig und deprimierend enden. Ich habe über die Jahre gekämpft, um aus dieser Denkweise herauszukommen und bessere Tage zu haben. Es dauerte Jahre, mein Leben zu verändern und hart zu arbeiten, aber schließlich... Ich fange an zu lächeln und meinen Geburtstag ohne Sorgen zu genießen. Und heute wird bereits zu einem großartigen Tag!	yes
Winter is 30 days away in this little part of the Great Southern World. But I can't be deceived! This is the beginning. The rain is falling and whilst/while it is not frozen, you ain't going dancing in it! It's a fine day to order ice cream delivery. It was a one dog night and that doggo was not getting off the bed not even for "Dog's Breakfast - Breakfast for Dog's!"	Der Winter ist in diesem kleinen Teil der Großen Südlichen Welt 30 Tage entfernt. Aber ich kann mich nicht täuschen lassen! Das ist der Anfang. Der Regen fällt und während/während er nicht gefroren ist, wirst du nicht darin tanzen! Es ist ein guter Tag, um Eislieferung zu bestellen. Es war eine Nacht mit einem Hund und dieser Hund stieg nicht einmal zum "Dog's Breakfast for Dog's" vom Bett.	yes
I will zip the lining into my cycle jacket - just in case I need it inside.	Ich werde das Futter in meine Fahrradjacke reißen, nur für den Fall, dass ich es drinnen brauche.	yes
Does you know of a performant way for a web component to respond to being added/removed from a document?	Kennen Sie eine leistungsfähige Möglichkeit für eine Web-Komponente, auf die Hinzufügung/Entfernung aus einem Dokument zu reagieren?	yes
This is for Wikipedia's component library (OOUI). It is mostly semantic HTML with CSS, and generally does not require custom elements (which offers connectedCallback).	Dies ist für Wikipedias Komponentenbibliothek (OOUI). Es ist meist semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (die ConnectedCallback bietet).	yes
We currently use a MutationObserver hack. For performance, we don't observe the whole document. We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).	Wir verwenden derzeit einen MutationObserver Hack. Für die Leistung beobachten wir nicht das ganze Dokument. Wir schaffen einen abgelösten Temp-Elternteil, installieren MO dort und beobachten, wie er abgelöst wird (also anderswo befestigt).	yes
Casper the #rat is an absolute unit these days. I think my new job has been good for him - two free roams a day while I work, at fairly predictable times.	Casper the #rat ist heutzutage eine absolute Einheit. Ich denke, mein neuer Job war gut für ihn, zwei freie Wanderungen am Tag, während ich arbeite, zu ziemlich vorhersehbaren Zeiten.	yes
I finally got a good dangle photo so I can be sure he's not fat. (In #rats, too high body fat can be bad for their health.) He's not. He's just absolutely ripped from tearing around my office twice a day. I don't have a scale to weigh him, but he feels like he's well over a pound. It makes me so happy to see him thriving.	Ich habe endlich ein gutes Pengle-Foto bekommen, damit ich sicher sein kann, dass er nicht fett ist. (Bei #Ratten kann zu hohes Körperfett schlecht für ihre Gesundheit sein.) Das ist er nicht. Er ist einfach total zerrissen, weil er zweimal am Tag in meinem Büro herumreißt. Ich habe keine Waage, um ihn zu wiegen, aber er fühlt sich, als wäre er weit über ein Pfund. Es macht mich so glücklich, ihn gedeihen zu sehen.	yes
Today's Aerostrike progress report:	Der heutige Aerostrike Fortschrittsbericht:	yes
1) Slight modifications to the Hel's Fighters map layout. Additionally, the map menu is fully functional! 2) The currency reward system has been connected. Tomorrow it will be tested with various battles.	1) Leichte Änderungen am Hel's Fighters Kartenlayout. Darüber hinaus ist das Kartenmenü voll funktionsfähig! 2) Das Währungsprämiensystem ist angeschlossen. Morgen wird es mit verschiedenen Schlachten getestet.	yes
Rainy days! Last week got a ton done and feeling much better about field items.	Regente Tage! Letzte Woche hat eine Tonne erledigt und fühlt sich viel besser mit Feldgegenständen.	yes
All collards, kale, chard is transplanted.	Alle Kragen, Grünkohl, Mangold werden transplantiert.	yes
Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.	Plant, Salat in Penn auf 6-Reihen-Muster einzustellen und zu sehen, wie das im Vergleich zu ausgestrahlten Saatbetten steht.	yes
Spring peas at Gilpin are showing up so trellise needs to be set. Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items	Frühlings Erbsen in Gilpin tauchen auf, so dass Trellise eingestellt werden muss. Auch müssen dort eine Salatreihe säen, um geschnittenes Gemüse zu integrieren, in beide haben geschulte Crew auf Bewässerung, Bettvorbereitung und Transplantation, die 90% der nicht erntenden Fähigkeiten ausmacht	yes
It's 2023 and I still see people with iPhones actively avoid using Apple Maps.	Es ist 2023 und ich sehe immer noch, dass Menschen mit iPhones die Nutzung von Apple Maps aktiv vermeiden.	yes
Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.	Apple Maps kommt standardmäßig mit iOS, und doch würden die Leute alles tun, um Google Maps auf ihre iPhones herunterzuladen und zu installieren.	yes
No idea why.	Keine Ahnung warum.	yes
Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).	Neugierig war ich offen, um zu vergleichen, wie Google Maps und Apple Maps auf meinem Test-iPhone-Gerät verglichen werden (mein täglicher Fahrer ist ein Android-Gerät, daher ist es selten, dass ich ein iPhone benutze).	yes
The experience having to follow directions was far superior on Apple Maps compared to Google Maps. Apple Maps wins.	Die Erfahrung, Anweisungen zu befolgen, war auf Apple Maps im Vergleich zu Google Maps weit überlegen. Apple Maps gewinnt.	yes
So why is it that people jump through extra hoops to install Google Maps?	Warum also springen die Leute durch zusätzliche Reifen, um Google Maps zu installieren?	yes
No idea.	Keine Ahnung.	yes
Could it be that Google Maps got to market first?	Könnte es sein, dass Google Maps zuerst auf den Markt kam?	yes
Was it the 2012 Apple Maps disaster?	War es die 2012 Apple Maps Katastrophe?	yes
Could it be that Google Search is integrated with Google Maps?	Könnte es sein, dass Google Search mit Google Maps integriert ist?	yes
No idea.	Keine Ahnung.	no
That said, I'm biased.	Trotzdem bin ich voreingenommen.	no
I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.	Ich bin voreingenommen für die Nichtveröffentlichung von Müll an Endnutzer, und Apple hat ihre Apple Maps königlich versaut, als es im 2012 erschien.	no
Their bad reputation haunts them to this day.	Ihr schlechter Ruf verfolgt sie bis heute.	no
But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in. The house itself declines in value because it loses its condition and needs to be replaced. A lot of ppl think that they literally own the earth when they buy a piece. Not the case. In China you can only lease land. They're not stupid enough to sell the sell forever. The government can change these policies whenever it wants. The land is temporary.	Aber es ist das Land, das es zu einem guten Vermögensspeicher macht, solange Sie denken, dass die Regierung das System, in dem wir leben, nicht ändern wird. Das Haus selbst sinkt an Wert, weil es seinen Zustand verliert und ersetzt werden muss. Viele Leute denken, dass sie buchstäblich die Erde besitzen, wenn sie ein Stück kaufen. Nicht der Fall. In China kann man nur Land vermieten. Sie sind nicht dumm genug, den Verkauf für immer zu verkaufen. Die Regierung kann diese Politik ändern, wann immer sie will. Das Land ist vorübergehend.	yes
It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way. The land is very easily and quickly taken away by the government one day if they want to do that. And guess what? It never made sense how ppl can keep land at the expense of others. It has to be taken away one day. That's why the Chinese only allow leases. They already ran out of land.	Es scheint unvorstellbar, dass eines Tages Land weggenommen wird, wenn man australische und US-Medienkanäle sieht, aber das liegt daran, dass die Reichen den ganzen Tag da sind und sicherstellen, dass Ihr Geist auf eine bestimmte Weise denkt. Das Land wird von der Regierung eines Tages sehr leicht und schnell weggenommen, wenn sie das tun wollen. Und rate mal was? Es ergab nie Sinn, wie ppl Land auf Kosten anderer behalten kann. Es muss eines Tages weggenommen werden. Deshalb erlauben die Chinesen nur Mietverträge. Das Land ist ihnen bereits ausgegangen.	yes
To success, the realization of dreams, friendship, to the simple but true!! To all the investors out there, I raise a toast to your success and the realization of your dreams. Let us continue to work together towards creating a brighter future for all. And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment. #Robecofirm#geologist #entrepreneurship #sustainability #success #friendship #toast #dreams	Zum Erfolg, zur Verwirklichung von Träumen, Freundschaft, zum einfachen, aber wahren!! An alle Investoren da draußen stoße ich auf Ihren Erfolg und die Verwirklichung Ihrer Träume. Lassen Sie uns weiterhin zusammenarbeiten, um eine bessere Zukunft für alle zu schaffen. Und an alle meine Freunde, neu und alt, schätzen wir die einfachen, aber wahren Dinge im Leben, die uns Freude und Erfüllung bringen. #Robecofirm#Geologe # Unternehmertum #Nachhaltigkeit #Erfolg #Freundschaft #Toast #Träume	yes
I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.	Ich frage mich oft über die menschliche Fähigkeit, sich selbst *so* niederzulassen, während sie von so vielen Beweisen dafür überflutet wird, wie tatsächliche Grausamkeit aussieht.	yes
To agonize over personal failure & guilt in a world where "success" is so often bestowed on people responsible for the most reprehensible acts...	Sich über persönliches Versagen und Schuldgefühle in einer Welt zu quälen, in der "Erfolg" so oft Menschen verliehen wird, die für die verwerflichsten Handlungen verantwortlich sind...	yes
We're all such messy critters.	Wir sind alle so chaotische Tiere.	yes
But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.	Aber gentling Verzweiflung über unser Chaos ist entscheidend, weil es uns mehr Raum gibt, um die Ruinen überall anzugehen.	yes
So try not to forget, eh?	Also versuche nicht zu vergessen, hein?	yes
Kindness with ourselves is activism, too.	Freundlichkeit zu uns selbst ist auch Aktivismus.	yes
Some programmers: "Typing speed does not matter!" or "Modal editors are useless today" :morty:	Einige Programmierer: "Typing-Geschwindigkeit spielt keine Rolle!" oder "Modal Editors are use today" :morty:	yes
Me extracting functionality of my #Axum projects into shared libraries: "Hold my keyboard" :partyparrot: :helix: :ferrisdance:	Ich extrahiere Funktionalität meiner #Axum-Projekte in gemeinsame Bibliotheken: "Hold my keyboard" :partyparrot: :helix: :ferrisdance:	yes
Not sure if this is the best approach for sharing, but I like it for now: <URL>	Ich bin mir nicht sicher, ob dies der beste Ansatz für das Teilen ist, aber ich mag es vorerst: <URL>	yes
Note: You can take inspiration, but the libraries are not intended for public usage.	Hinweis: Sie können sich inspirieren lassen, aber die Bibliotheken sind nicht für den öffentlichen Gebrauch bestimmt.	yes
How would you share personal libraries?	Wie würden Sie persönliche Bibliotheken teilen?	yes
The prompt this week on Revelations is Stay up all night. I have been toying with this little piece on my head for a few days now. It is definitely more romance than filth. Maybe I have been reading to many romances with impossible 'meet cutes' and this is the result, but I like it. Also one day I am totally gonna do the mile high orgasm, maybe not with a str	Die Aufforderung dieser Woche auf Offenbarungen ist, die ganze Nacht wach zu bleiben. Ich spiele seit ein paar Tagen mit diesem kleinen Stück auf meinem Kopf. Es ist definitiv mehr Romantik als Schmutz. Vielleicht habe ich viele Romanzen mit unmöglichen "Meet Cutes" gelesen und das ist das Ergebnis, aber ich mag es. Auch eines Tages werde ich total den Meile hohen Orgasmus machen, vielleicht nicht mit einer Saite	yes
I don't agree that #Mastodon is difficult to setup. Common, it's really not that hard. But it's more difficult to find people to follow and build up your timeline. I wish there was a "who to follow" recommendation somehow.	Ich stimme nicht zu, dass #Mastodon schwer einzurichten ist. Gemeinsam, es ist wirklich nicht so schwer. Aber es ist schwieriger, Leute zu finden, denen Sie folgen und Ihre Zeitlinie aufbauen können. Ich wünschte, es gäbe irgendwie eine Empfehlung "Wer folgen soll".	yes
But apart from this, it is not difficult - if you use a 3rd party app like Elk and/or Ivory. If you stick to the default web interface it doesn't look and feel good (imho).	Aber abgesehen davon ist es nicht schwierig, wenn Sie eine Drittanbieter-App wie Elk und/oder Ivory verwenden. Wenn Sie sich an die Standard-Weboberfläche halten, sieht es nicht gut aus und fühlt sich nicht gut an (imho).	yes
So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.	Es erfordert also etwas mehr Aufwand, um hineinzukommen und Sie brauchen wahrscheinlich eine gute App, um #UX zu verbessern.	yes
I don't know if prevention is possible, but it's worth trying. The four steps I outline are up for debate, with some progress in each:	Ich weiß nicht, ob Prävention möglich ist, aber es lohnt sich, es zu versuchen. Die vier Schritte, die ich skizziere, stehen zur Debatte, mit einigen Fortschritten in jedem:	yes
Description: names for incidents of human-algorithm behavior that account for algorithms & humans. Explanation: account for both sides of mutual influence	Beschreibung: Namen für Vorfälle des human-algorithmen Verhaltens, die Algorithmen und Menschen berücksichtigen. Erklärung: beide Seiten des gegenseitigen Einflusses berücksichtigen	yes
Forecasting: anticipating harms before they happen (even if by minutes) Interventions: knowledge about things we can do to create change, within some confidence bounds	Vorhersage: Vorhersage von Schäden, bevor sie auftreten (auch wenn in Minuten) Interventionen: Wissen über Dinge, die wir tun können, um Veränderungen herbeizuführen, innerhalb einiger Vertrauensgrenzen	yes
I didn't watch the CNN town hall, but it seems as if Trump said exactly the same things he says every time he opens his mouth or presses Send on his phone. Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.	Ich habe das CNN Rathaus nicht gesehen, aber es scheint, als hätte Trump genau die gleichen Dinge gesagt, die er jedes Mal sagt, wenn er den Mund öffnet oder Send auf sein Handy drückt. Selbst wenn er sie während des Rathauses nicht sagen konnte, werden alle in Amerika sie sowieso immer wieder hören, zwischen jetzt und November 2024.	yes
That's still no reason to give him another venue, but the harm is being exaggerated. He'll win the primaries. We can't will him away. He's here and he's going to say this stuff no matter what.	Das ist immer noch kein Grund, ihm einen anderen Veranstaltungsort zu geben, aber der Schaden wird übertrieben. Er wird die Vorwahlen gewinnen. Wir können ihn nicht weglassen. Er ist hier und wird das sagen, egal was passiert.	yes
Signed up for Google's "AI Test Kitchen" waitlist and got in same day. It's very underwhelming at the moment.	Ich habe mich für Googles Warteliste "AI Test Kitchen" angemeldet und bin am selben Tag angekommen. Im Moment ist es sehr unterwürfig.	yes
The "MusicLM Demo" is mildly interesting. You can ask for a specific piece of music like "jazz with a trumpet solo in 5/4 tempo" and it will generate two tracks for you after a few seconds. It seems to understand tempo, but... the music's just... not good.	Die "MusicLM Demo" ist leicht interessant. Sie können nach einem bestimmten Musikstück wie "Jazz with a trumpet solo in 5/4 tempo" fragen und es wird nach ein paar Sekunden zwei Tracks für Sie generieren. Es scheint Tempo zu verstehen, aber... Die Musik ist einfach... nicht gut.	yes
Throwing everything you've got over the fence in response to GPT is not it. Try harder Google.	Alles, was du hast, als Reaktion auf GPT über den Zaun zu werfen, ist es nicht. Versuchen Sie härter Google.	yes
