בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
מכל מי ששכל ישר בראשו מצופה להתעלות מעל לכל אלה, ולפעול להרגעת המצב; אחרת, עלולה ישראל לגלוש במהירות להסלמה מול אויבים מבחוץ, וגרוע מכך - מול יריבים מבית.	Anyone with common sense is expected to rise above all of these, and act to calm the situation; Otherwise, Israel could quickly slide into escalation against external enemies, and worse - against domestic rivals.	no
בכיר במשטרה: "נדרשות פה מדיניות ממשלתית והצבת מטרות"	A senior police officer: "Government policy and setting goals are required here"	yes
משטרת ישראל אמנם פתחה במבצע למיגור תופעת השוהים הבלתי חוקיים, אך הדרך עוד ארוכה •	The Israel Police has indeed launched an operation to eradicate the phenomenon of illegal residents, but the road is still long •	yes
אין היום במדינת ישראל גורם אחד שמתכלל את כל הנושא הזה"."	Today in the State of Israel there is no single factor that encompasses this whole issue."	yes
"אם רוצים לטפל בתופעת השוהים הבלתי חוקיים, נדרשת מדיניות ממשלתית, וממנה יש לגזור מטרות, משימות ואחריות.	"If you want to deal with the phenomenon of illegal residents, a government policy is required, from which goals, tasks and responsibilities must be derived.	yes
כיום אין במדינת ישראל גורם אחד שמתכלל את כל הנושא הזה", כך אומר ל"ישראל היום" בכיר במשטרה.	Today, in the State of Israel, there is no single agency that covers this whole issue," a senior police officer told Israel Hayom.	yes
עד לפני חודש וחצי, טרם ההסלמה במצב הביטחוני, התופעה התבטאה בכ-20 עד 30 אלף שב"חים שנכנסים מדי יום דרך הפרצות בגדר.	Until a month and a half ago, before the escalation in the security situation, the phenomenon manifested itself in about 20 to 30 thousand Sheba'im who enter every day through the loopholes in the fence.	yes
נוסף על כך, בין 100 ל-110 אלף פלשתינים עם היתרי עבודה נכנסים מדי יום לעבודה בישראל דרך 34 מעברים מפוקחים.	On top of that, between 100 and 110 thousand Palestinians with work permits enter to work in Israel every day through 34 controlled crossings.	yes
יצוין כי פלשתינים מועסקים בישראל מאז תום מלחמת ששת הימים, ומספר ההיתרים בכל ענף מוגבל במכסה שקובע הדרג המדיני בהתאם למצב הביטחוני, הכלכלי והמדיני במדינת ישראל.	It should be noted that Palestinians have been employed in Israel since the end of the Six Day War, and the number of permits in each branch is limited by the quota set by the political rank according to the security, economic and political situation in the State of Israel.	yes
ההיתרים מונפקים על ידי צה"ל באמצעות מינהלת התיאום והקישור.	The permits are issued by the IDF through the Coordination and Liaison Administration.	yes
לאור זאת, שב"ח אינו בהכרח פלשתיני שכניסתו אסורה בעקבות מעורבות פלילית או קשר לפיגועים, אלא במקרים רבים מדובר בפלשתינים שכניסתם נאסרה משום שאינם עומדים במכסת ההיתרים המותרת.	In light of this, Sheba is not necessarily a Palestinian whose entry is prohibited due to criminal involvement or connection to terrorist attacks, but in many cases it is Palestinians whose entry is prohibited because they do not meet the permitted permit quota.	yes
יודגש כי מי שביצעו את הפיגועים באריאל, בדיזנגוף ובאלעד נחשבו אמנם לשב"חים, אך לא היו מפוקחים, משום שלא עברו קודם לכן עבירה פלילית כלשהי שחייבה את גורמי הביטחון לפקח על תנועותיהם.	It should be emphasized that those who carried out the attacks in Ariel, Dizengoff and Elad were indeed considered Shabahim, but were not monitored, because they had not previously committed any criminal offense that required the security forces to monitor their movements.	no
"לכן אין משמעות לכניסה שלהם דרך הפרצות בגדר", אומר גורם ביטחוני בכיר, "מי שרוצה לעשות פיגוע יכול להיכנס לארץ גם דרך המעברים המפוקחים, והיו כבר מקרים כאלה בעבר.	"Therefore, their entry through the loopholes in the fence is meaningless," says a senior security official, "those who want to carry out an attack can also enter the country through the controlled crossings, and there have already been such cases in the past.	no
אלפי מעצרים	Thousands of arrests	no
בעקבות הפיגוע באלעד ולאור ריבוי התרעות לפיגועים, פתחה המשטרה במבצע רחב היקף לאיתור שוהים בלתי חוקיים.	Following the attack in Elad and in light of numerous warnings of attacks, the police launched a large-scale operation to locate illegal residents.	no
עד סוף השבוע נעצרו כ-16,000 שב"חים.	By the end of the week, about 16,000 Shebaim were arrested.	no
מתוכם כ-600 נחקרו ונפתחו להם תיקים פליליים, ונכלאו כ-200.	Of these, about 600 were investigated and criminal cases were opened, and about 200 were imprisoned.	no
על פי מדיניות התביעה המשטרתית, הליכים נגד שוהה בלתי חוקי מתבצעים רק כלפי פושעים מועדים או אנשים החוזרים על המעשה שוב ושוב (רצידיביסטים).	According to the police prosecution policy, proceedings against illegal residents are carried out only against habitual criminals or people who repeat the act over and over again (recidivists).	no
שוהה בלתי חוקי שנעצר בפעם הראשונה נחקר, מתועד ומוחזר לשטחים.	An illegal resident who is arrested for the first time is interrogated, documented and returned to the territories.	no
לעיתים הדבר חוזר על עצמו גם בפעם השנייה, אך רק בפעם השלישית הוא נעצר, נכלא ומוגש נגדו כתב אישום בגין שהייה בלתי חוקית.	Sometimes this is repeated a second time as well, but only the third time he is arrested, imprisoned and charged with illegal stay.	no
על פי החוק, אם שוהה בלתי חוקי נתפס בטווח של כ-50 עד 100 מטר מכל צד מגדר ההפרדה, הטיפול בו מתבצע על ידי התביעה הצבאית.	According to the law, if an illegal resident is caught within a range of about 50 to 100 meters from each side of the separation fence, his treatment is carried out by the military prosecution.	no
מנתונים שהגיעו ל"ישראל היום" עולה כי בשנת 2021 טופלו על ידי המשטרה 40,010 שוהים בלתי חוקיים, מסיעים ומלינים.	Data received by Israel Hayom shows that in 2021, the police handled 40,010 illegal residents, drivers and squatters.	no
7,405 שוהים בלתי חוקיים נעצרו ול-19,533 נפתח תיק פלילי.	7,405 illegal residents were arrested and a criminal case was opened against 19,533.	no
מספר המעסיקים, מסיעים ומלינים שטופלו על ידי המשטרה בשנת 2021 היה 6,537.	The number of employers, transporters and shippers handled by the police in 2021 was 6,537.	no
469 נעצרו, ול-5,640 נפתחו תיקים פליליים.	469 were arrested, and criminal cases were opened against 5,640.	no
"היסודות של תופעת השב"חים לא תלויים במשטרה, לא בצה"ל, לא בחברה הישראלית ולא בחברה הפלשתינית.	"The foundations of the Shabaim phenomenon do not depend on the police, not on the IDF, not on Israeli society, not on Palestinian society.	no
הם תלויים בגורמים אחרים", אומר בכיר במערכת אכיפת החוק.	They depend on other factors," says a senior member of the law enforcement system.	no
"כדי לטפל בתופעה יש לעקר את המוטיבציה שלהם לצאת לעבוד בישראל, ובצד הישראלי צריך לגבות מהם מחיר שימנע מהם לחצות את הגדר.	"In order to address this phenomenon, their motivation to go to work in Israel must be sterilized, and on the Israeli side, a price must be charged to prevent them from crossing the fence.	no
גורמים המעורבים בנושא טוענים כי אי גביית המחיר נובעת בין היתר מחוסר במקומות כליאה ובעובדה שהמעצרים מתבצעים רק כשיש עבירות נלוות או שמדובר ברצידיביסט.	Sources involved in the issue claim that the failure to collect the price is due, among other things, to a lack of prison places and the fact that arrests are only made when there are related offenses or it is a recidivist.	no
גורמים משפטיים טוענים כי ההחלטה לגבות מחיר משב"ח רק החל ממעצרו השלישי התקבלה בין היתר גם משום שבתי המשפט אינם יכולים להתמודד עם מספר המעצרים המתבצעים מדי יום.	Legal sources claim that the decision to collect a price from Shabah only starting with his third arrest was made, among other things, because the courts cannot cope with the number of arrests carried out every day.	no
מי שיבדוק גם את הענישה, יגלה שהיא לא מרתיעה"."	Whoever examines the punishment as well, will find that it is not a deterrent."	no
ישנה מורכבות גדולה	There is great complexity	no
שב"ח", אומר גורם משטרתי, "הוא אדם מורכב".	Sheba," says a police official, "is a complex person."	no
הוא יכול להיות אב למשפחה שנכנס לארץ לעבוד כדי להרוויח כמה שקלים ולחזור.	He can be a father of a family who entered Israel to work to earn a few shekels and return.	no
זו הפלטפורמה הבסיסית, ועליה מתלבשים המון סוגים של שב"חים שנכנסים לתוך הארץ כדי לבצע עבירות פליליות או פיגועים".	This is the basic platform, and it is used by many types of Shebaim who enter the country to commit criminal offenses or terrorist attacks."	no
שב"ח יכול להיות בגיר או קטין.	Sheba can be an adult or a minor.	no
בעבר נתפסו על ידי המשטרה שוהים בלתי חוקיים בני 16 ואפילו ילדים בני 8 ו-10 נשלחים על ידי הוריהם לצמתים בכבישים, כדי להרוויח כמה שקלים מדי יום מנהגים.	In the past, 16-year-old illegal residents were caught by the police and even 8- and 10-year-old children were sent by their parents to road junctions, to earn a few shekels a day from drivers.	no
"זה גם הופך את העניין למורכב, כי במקרים כאלה אנחנו צריכים להביא את ההורים ולהגיש נגדם כתב אישום על הזנחה", אומר קצין משטרה בכיר.	"It also makes the matter complex, because in such cases we have to bring the parents and file an indictment against them for neglect," says a senior police officer.	no
מרבית הפלשתינים מועסקים בישראל בעבודות כפיים.	Most Palestinians are employed in Israel in manual labor.	no
החריג ביותר אלו עבודות חשמל או עבודות בניין מתקדמות.	The most unusual are electrical works or advanced construction works.	no
בעבר היו גם רשויות מקומיות שהעסיקו שב"חים בפינוי אשפה, בעיקר בצפון.	In the past, there were also local authorities that employed Shebaim in garbage removal, mainly in the north.	no
מתוך 34 מעברים, ישנם כ-18 מעברים מרכזיים.	Out of 34 passes, there are about 18 major passes.	no
ישנם מעברים של כלי רכב וסחורות, יש מעברים שעוברים דרכם רק אנשים ויש מעברים שהם גם וגם.	There are passages for vehicles and goods, there are passages through which only people pass, and there are passages which are both.	no
כל המעברים מפוקחים על ידי צה"ל ורשות המעברים.	All crossings are supervised by the IDF and the crossings authority.	no
את השב"חים מסיעים לתוך הארץ בדרך כלל נהגים פרטיים, שכן מדובר בכסף קל.	The Sheba'im are usually driven into the country by private drivers, as it is easy money.	no
"יש כאלה שעושים זאת לפרנסתם ויש כנופיות שהעיסוק המרכזי שלהן זה הסעת שב"חים" אומר בכיר במשטרה, "בדרך כלל מרביתם הם ערבים ישראלים, שמדברים את אותה שפה ומתכתבים איתם.	"There are those who do this for a living, and there are gangs whose main business is transporting Shebaim," says a senior police official, "usually most of them are Israeli Arabs, who speak the same language and correspond with them.	no
זה יכול להגיע ל-100 שקלים עד 300 שקלים לאדם.	It can reach NIS 100 to NIS 300 per person.	no
חברות רשומות לא עוסקות בזה, מכיוון שאם החברה תיתפס, דינה להיסגר".	Registered companies do not engage in this, because if the company is caught, it must be closed."	no
במשטרה מדגישים שבתנאים מסוימים, הסעת שב"ח יכולה להיחשב לעבירה.	The police emphasize that under certain conditions, driving a Sheba can be considered a crime.	no
"נהג מונית שעובד עם רישיונות בהתאם לרישוי וביטוחים, שאוסף פלשתינים בנקודות מסודרות ובשעות קבועות, כולל הזמנה מסודרת, לא עובר על החוק" אומר בכיר במשטרה, "מי שיודע שהוא מסיע שב"ח, בדרך כלל אוסף אותם באישון לילה בנקודות מסתור, כולל הורדה בנקודות נסתרות.	"A taxi driver who works with licenses in accordance with licensing and insurance, who picks up Palestinians at regular points and at regular times, including a regular order, is not breaking the law," says a senior police officer, "whoever knows he is a Sheva driver, usually picks them up in the dead of night at hiding spots, including dropping them off in hidden spots.	no
לרוב החבר'ה האלה מסיעים עם רכב מצ'וקמק כי הם יודעים שנחרים להם את הרכב אז הם מעדיפים לנסוע ברכב ישן".	For the most part, these guys drive with a car from Chokmak because they know that their car will be stolen, so they prefer to drive in an old car."	no
תיעוד: הצתת שדות במושב ציפורי	Documentation: setting fire to fields in a bird's nest	yes
השטחים סובלים מהצתות רבות, כאשר הנזק עומד על עשרות אלפי שקלים •	The areas suffer from many arsons, with the damage amounting to tens of thousands of shekels •	yes
במוקד זה הוקם ה"שומר החדש" בניסיון למגר את התופעה הקשה	In this focus, the "New Guardian" was established in an attempt to eradicate this difficult phenomenon	yes
.	.	no
בתיעוד שהגיע לידי "ישראל היום" ניתן לראות שטחי מרעה במושב ציפורי העולים באש.	In the documentation obtained by "Israel Hayom" it is possible to see pastures in Moshav Tsipori that are on fire.	yes
שטחי המרעה הם של חיים זילברמן.	The pasture lands belong to Haim Zilberman.	yes
השטחים סובלים מהצתות רבות, כאשר הנזק עומד על עשרות אלפי שקלים.	The areas suffer from many arsons, with the damage amounting to tens of thousands of shekels.	yes
נציין כי במוקד זה הוקם ה"שומר החדש" בניסיון למגר את התופעה הקשה.	It should be noted that at this center the "New Guard" was established in an attempt to eradicate this difficult phenomenon.	yes
תרגיל פיקוד העורף: אלו הזמנים בהם תופעל התרעה ביישוב שלכם	Home Front Command Exercise: These are the times when an alert will be activated in your locality	yes
במסגרת התרגיל המטכ"לי "מרכבות אש", התרעת צופרים תשמע ביום ראשון, שני ורביעי בכמה מוקדים בישראל •	As part of the Joint Chiefs of Staff exercise "Chariots of Fire", sirens will sound on Sunday, Monday and Wednesday at several centers in Israel •	yes
במקרה של תרחיש אמת, תופעל התרעה נוספת וידווח על אירוע אמת ביישומון פיקוד העורף.	In the case of a true scenario, an additional alert will be activated and a true event will be reported in the Home Front Command application.	yes
פיקוד העורף יקיים היום (ראשון) ובהמשך השבוע תרגילים לתרחישים שונים, ביניהם ירי רקטות ודליפת חומרים מסוכנים.	The Home Front Command will hold drills today (Sunday) and later this week for various scenarios, including rocket firing and leakage of dangerous substances.	yes
ההיערכות מתבצעת במסגרת התרגיל המטכ"לי "מרכבות אש".	The preparation is being carried out as part of the "Chariots of Fire" general exercise.	yes
אלו המועדים בהם תופעל התרעה בצופרים וביישומון פיקוד העורף:	These are the dates when a warning will be activated with horns and in the Home Front Command application:	yes
יום ראשון (15/05):	Sunday (15/05):	yes
• בשעה 10:05 תופעל התרעה על ירי רקטות וטילים ביישוב גני תקווה.	• At 10:05 a warning will be activated about the firing of rockets and missiles in the settlement of Gani Tikva.	yes
יום שני (16/05):	Monday (16/05):	yes
• בשעה 10:05 תופעל התרעה על ירי רקטות וטילים בתל אביב - מרכז העיר.	• At 10:05 a warning will be activated about rocket and missile fire in Tel Aviv - the city center.	yes
יום רביעי (18/05):	Wednesday (18/05):	no
• בשעה 10:05 תופעל התרעה על "אירוע חומרים מסוכנים" בטירת הכרמל.	• At 10:05 a warning will be activated about a "hazardous materials incident" in the Carmel Castle.	no
כמו כן, במקרה של תרחיש אמת, תופעל התרעה נוספת וידווח על אירוע אמת ביישומון פיקוד העורף.	Also, in the case of a true scenario, an additional alert will be activated and a true event will be reported in the home command application.	no
מחבלים יידו מטענים לעבר חיילי צה"ל, שהשיבו באש והרגו אחד מהם	Terrorists threw explosives at IDF soldiers, who returned fire and killed one of them	yes
כוחות הביטחון עצרו הלילה 13 מבוקשים ברחבי יהודה ושומרון •	The security forces arrested 13 wanted persons throughout Judea and Samaria tonight •	yes
במהלך הפעילות כוח צה"ל ירה לעבר מספר חשודים שהשליכו מטענים לעברם, זוהתה פגיעה •	During the operation, the IDF fired at a number of suspects who threw explosives at them, a hit was detected •	yes
מנהל ביה"ח בג'נין שאליו פונה המחבל, מאהר מרעי, בן 25 מג'נין, מדווח כי נורה מאש צה"ל.	The director of the hospital in Jenin to which the terrorist turned, Maher Marai, 25 years old from Jenin, reports that he was shot by IDF fire.	yes
כוחות צה"ל, שב"כ ומג"ב עצרו הלילה (רביעי) 13 מבוקשים ברחבי יהודה ושומרון.	The forces of the IDF, the Shin Bet and the Mageb arrested 13 wanted persons throughout Judea and Samaria tonight (Wednesday).	yes
הכוחות פעלו במספר מוקדים ברחבי אוגדת יהודה ושומרון למעצר מבוקשים, בין היתר בכפר ראשידה ובעיר שכם.	The forces operated in several centers throughout the Judea and Samaria Division to arrest wanted persons, among others in the village of Rashida and the city of Nablus.	yes
בפעילות הלוחמים בעיר ג'נין שבמרחב החטיבה המרחבית מנשה, נעצרו שני מבוקשים החשודים בפעילות טרור.	In the activity of the fighters in the city of Jenin, in the area of the Menasha regional division, two wanted persons suspected of terrorist activity were arrested.	yes
בנוסף, במהלך הפעילות כוח צה"ל ירה לעבר מספר חשודים שהשליכו מטענים לעברם, נשמעו קולות ירי במרחב.	In addition, during the operation, the IDF fired at a number of suspects who threw explosives at them, gunshots were heard in the area.	yes
זוהתה פגיעה.	A hit has been detected.	yes
מנהל ביה"ח בג'נין שאליו פונה המחבל, מאהר מרעי, בן 25 ממחנה הפליטים ג'נין, מדווח כי נורה מאש צה"ל, מה שהוביל למותו.	The director of the hospital in Jenin to which the terrorist turned, Maher Marai, 25 years old from the Jenin refugee camp, reports that he was shot by IDF fire, which led to his death.	yes
במהלך פעילות לוחמי צה"ל במחנה הפליטים אלעזה שבמרחב החטיבה המרחבית עציון למעצר מבוקש החשוד בפעילות טרור ותפיסת אמצעי לחימה, זוהו מספר חשודים שיידו אבנים לעבר הכוח, שהגיב באמצעים לפיזור הפגנות וירי רוגר.	During the activity of IDF soldiers in the El-Aza refugee camp in the area of the Etzion regional division to arrest a wanted suspect of terrorist activity and seizure of weapons, several suspects were identified who threw stones at the force, which responded by dispersing demonstrations and shooting.	no
זוהתה פגיעה.	A hit has been detected.	no
בנוסף, בוצעו מעצרים גם בכפר סילוואד ממזרח לרמאללה, וכן נעצרו בבתיהם שלושה סטודנטים מ"הכותלה אלאסלאמיה", הרשימה שמזוהה עם חמאס באוניברסיטת אנג'אח בשכם, ושבאחרונה נרשמו בה עימותים אלימים עם סטודנטים של פת"ח ואנשי כוחות הביטחון בקמפוס.	In addition, arrests were also made in the village of Silwad east of Ramallah, and three students from the "Kutala al-Islamiya", the list that is affiliated with Hamas at Anjah University in Nablus, and which recently witnessed violent clashes with Fatah students and members of the security forces on campus, were also arrested in their homes.	no
"צריך לפתוח בחקירה פלילית נגדה": מבקר העיר חיפה בהאשמות חמורות נגד עינת קליש רותם	"A criminal investigation should be opened against her": the Haifa city auditor makes serious accusations against Einat Kalish Rotem	yes
דו"ח מבקר העיר מציג חשש לכאורה להתנהלות פלילית של ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה ויריבים פוליטים: מעקבים אחרי עובדים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות •	The City Comptroller's report shows apparent concern about criminal conduct by Dr. Einat Kalish Rotem against former senior officials in the municipality and political opponents: surveillance of employees and an inflated payment to an accountant's office for conducting investigations •	yes
"הממצאים הקשים העולים מן הדו"ח מחייבים פתיחת חקירה פלילית" •	"The difficult findings emerging from the report require the opening of a criminal investigation" •	yes
מעיריית חיפה לא נמסרה תגובה.	No response was given from the Haifa municipality.	yes
מעקבים אחרי עובדי עירייה ויריבים פוליטים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות, "על חשבון הקופה הציבורית".	Surveillance of municipal employees and political opponents and an inflated payment to an accountant's office for carrying out the investigations, "at the expense of the public purse".	yes
דו"ח מבקר עיריית חיפה עופר טל שפורסם אתמול (שלישי), מציג חשש לכאורה לעבירות פליליות של ראש העיר ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה, עובדי עירייה, ויריבים פוליטים.	The Haifa Municipality Comptroller Ofer Tal's report published yesterday (Tuesday) presents an alleged fear of criminal offenses by Mayor Dr. Einat Kalish Rotem against former senior officials of the municipality, municipal employees, and political opponents.	yes
על פי החשד, קליש נפגשה עם משרד רואה החשבון ברלב ושות׳ וביקשה לבצע ביקורת חקירתית.	According to the suspicion, Kalish met with the accountant's office Barlev & Co. and asked to perform an investigative audit.	yes
החקירות התנהלו תחת שמות וקודים שניתנו לגזבר העירייה לשעבר, ושם קוד שניתן לחברת המועצה סופי נקש, ונבדק האם המכרזים שיש בין העירייה ולבין חברה שבבעלות משפחתה של נקש, הם כשרים למהדרין.	The investigations were conducted under names and codes given to the former municipal treasurer, and a code name given to council member Sofi Nakash, and it was checked whether the tenders between the municipality and a company owned by Nakash's family are strictly kosher.	yes
עוד עולה מדו"ח המבקר כי קיים אי סדר וחוסר בקרה מוחלט אחר עבודתו של רואה החשבון עימו נפגשה קליש.	The auditor's report also shows that there is disorder and a complete lack of control after the work of the accountant with whom Klish met.	yes
גזבר העירייה הוא הגורם העירוני שתפקידו לרכז ולסנכרן בין עבודותיו של רואה החשבון ואגפי העירייה והנתונים שאסף רואה החשבון לא הועברו אליו.	The municipal treasurer is the municipal entity whose role is to coordinate and synchronize the work of the accountant and the municipal departments, and the data collected by the accountant were not transferred to him.	yes
הדבר גרם לכך שאיש בעירייה אינו מודע בדבר כל הפרויקטים המבוצעים על ידי רואה החשבון, ומהו היקף העבודה הנדרש בכל אחד מהם.	This meant that no one in the municipality is aware of all the projects carried out by the accountant, and what is the scope of work required in each of them.	no
יתרה מכך, דיווחי השעות שהגיש רואה החשבון לא אושרו במקרים רבים כנדרש.	Moreover, the hours reports submitted by the accountant were not approved in many cases as required.	no
נוצר מצב שבו היקף הנושאים שבהם רואה החשבון היה מעורב הלך וגדל באופן לא מידתי, תוך התערבות רבה בהתנהלות השגרתית של העירייה, ללא כל פיקוח ומעקב מצד העירייה.	A situation arose in which the scope of the issues in which the accountant was involved grew disproportionately, with a great deal of interference in the routine conduct of the municipality, without any supervision and monitoring by the municipality.	no
לסיכומו של הדו"ח, הביקורת המליצה לעצור את התשלומים שטרם שולמו לרואה החשבון, עד אשר יתקבל חומר המפרט את עבודתו בכל אחד מהנושאים שבדק.	At the conclusion of the report, the audit recommended stopping the unpaid payments to the accountant, until material is received detailing his work in each of the issues he reviewed.	no
נוסף על כך, חשבוניות שהוגשו לעיריית חיפה היו תחת קודים כמו "שומרי הסף", חנות מידע, חנות דגים, ביקורת חקירתית לראש העיר ודו"ח ביקורת חקירתית רכש.	In addition to this, invoices submitted to the Haifa municipality were under codes such as "gatekeepers", information shop, fish shop, investigative audit for the mayor and procurement investigative audit report.	no
זמן קצר לאחר מכן, היועמ"שית של העירייה, עורכת הדין ימית קליין, ציינה כי ראש העיר חתמה בעצמה על אישור התשלום במקומה.	A short time later, the spokesperson for the municipality, lawyer Yamit Klein, stated that the mayor herself signed the approval of the payment in her place.	no
"לא הוזמן על ידי דו"ח ביקורת כלשהו ולא ידוע לי על מה מדובר", כתבה.	"It was not commissioned by any audit report and I do not know what it is about," she wrote.	no
עוד נודע כי עלות הביקורת החקירתית הינה כשני מיליון שקלים אשר שולמו מהם מיליון וחצי שקלים ונותרו כחצי מיליון שקלים לתשלום, מכספי המיסים של הציבור החיפאי.	It was also learned that the cost of the investigative audit is about two million shekels of which one and a half million shekels were paid and about half a million shekels remain to be paid, from the tax money of the Haifa public.	no
גזבר העירייה לשעבר, ג׳קי ואקים, הגיב: "פעולות נבזיות אלו שנעשו לצורך הכתמת שמי ושמם של נבחרי ציבור על חשבון הקופה הציבורית ומשלם המיסים החיפאי והינה עבירה פלילית."	The former municipal treasurer, Jackie Vakim, responded: "These despicable actions that were done to tarnish my name and the name of elected officials at the expense of the public purse and the Haifa taxpayers are a criminal offense."	no
סופי נקש חברת מועצת העיר בתגובתה: "דו"ח המבקר והמלצות הוועדה מדברים בעד עצמם."	City Council member Sophie Nakash in her response: "The auditor's report and the committee's recommendations speak for themselves."	no
תגובת עורכת דין שרית גולן חברת מועצת העיר חיפה: העדויות והממצאים הקשים העולים מן הדו"ח מחייבים פתיחת חקירה פלילית כנגד כל המעורבים בהפעלת היועץ לביקורת חקירתית לביצוע חקירות, אשר ספק לגבי חלקן אם הן מותרות על פי חוק באופן בו בוצעו ובפרט החקירות הנוגעות לחברת המועצה מהאופוזיציה לראש העיר ועובדים בכירים לשעבר".	The response of lawyer Sharit Golan, a member of the Haifa City Council: the evidence and the difficult findings emerging from the report require the opening of a criminal investigation against all those involved in the use of the investigative audit consultant to carry out investigations, some of which are doubtful as to whether they are permitted by law in the manner in which they were carried out, and in particular the investigations concerning the council's company From the opposition to the mayor and former senior employees."	no
תגובת ליאור דץ מעמותת "שומרי הסף": "נראה שנחצו כל הקווים האדומים שרשות ציבורית שולחת חוקרים פרטים על מנת לאסוף מידע כנגד עורכי דין המייצגים עמותה שחושפת שחיתות ובזמן שהעמותה מנהלת הליכים ציבוריים כנגד הנהלת עיריית חיפה".	Lior Detz's response from the "Shomeri HaShef" association: "It seems that all the red lines have been crossed when a public authority sends private investigators to collect information against lawyers who represent an association that exposes corruption and at a time when the association is conducting public proceedings against the administration of the Haifa municipality."	no
עיריית חיפה לא מסרה תגובה.	Haifa municipality did not comment.	no
משרד רואה חשבון יהודה ברלב לא מעוניין להגיב.	The Yehuda Barlev CPA office does not wish to comment.	no
גנץ חשף: "איראן וחיזבאללה פעלו יחד כדי לפגוע בפעילות יוניפ"ל בלבנון"	Gantz revealed: "Iran and Hezbollah worked together to harm the activities of UNIFL in Lebanon"	yes
שר הביטחון השתתף בכנס הסייבר הבינלאומי באוניברסיטת תל אביב וטען כי "ישראל מכירה את מערכות הסייבר של יריביה ואת דרכי הפעולה שלהם" •	The Minister of Defense participated in the international cyber conference at Tel Aviv University and claimed that "Israel knows the cyber systems of its adversaries and their methods of operation" •	yes
גנץ התייחס בין היתר לתיעוד של אל-סייד בשבי החמאס: "סרטון שמטרתו סחטנות – על גבה של סוגייה הומניטארית" •	Gantz referred, among other things, to the documentation of al-Sayed in the captivity of Hamas: "A video aimed at extortion - on the back of a humanitarian issue" •	yes
סגן מפקד יחידת 8200 חשף: "סיכלנו את הניסיון להרעיל את מערכות המים"	The deputy commander of Unit 8200 revealed: "We thwarted the attempt to poison the water systems"	yes
שר הביטחון, בני גנץ נאם הבוקר (רביעי) בכנס הסייבר הבינלאומי של מרכז הסייבר באוניברסיטת ת"א ושם חשף מתקפה משותפת של איראן וחיזבאללה בכדי לפגוע בכוחות יוניפ"יל בלבנון, "פגיעה נוספת של איראן וחיזבאללה באזרחי לבנון ויציבות המדינה", אמר גנץ.	Defense Minister Benny Gantz spoke this morning (Wednesday) at the international cyber conference of the Cyber Center at Tel Aviv University where he revealed a joint attack by Iran and Hezbollah to harm UNIFIL forces in Lebanon, "Another attack by Iran and Hezbollah on the citizens of Lebanon and the stability of the country," Gantz said.	yes
גנץ התייחס בין היתר לתיעוד של הישאם אל-סייד, השבוי בשבי החמאס בעזה, אותו שיחררה הזרוע הצבאית של ארגון הטרור: "אתמול פורסם סרטון שמטרתו סחטנות – על גבה של סוגייה הומניטארית.	Gantz referred, among other things, to the documentation of Hisham al-Sayed, the captive of Hamas in Gaza, which was released by the military wing of the terrorist organization: "Yesterday, a video was published with the purpose of extortion - on the back of a humanitarian issue.	yes
חמאס מחזיק בשבי את ארבעת הבנים בניגוד לחוק הבינלאומי, בניגוד למוסר.	Hamas is holding the four boys captive in violation of international law, in violation of morality.	yes
חמאס אחראית לכך והציפייה שלנו מהקהילה הבינלאומית היא לפעול מול ההתנהלות הנפשעת הזו של חמאס".	Hamas is responsible for this and our expectation from the international community is to act against this criminal behavior of Hamas."	yes
עוד הוסיף כי "מדינת ישראל פועלת במגוון אמצעים, וממשיכה להפוך כל אבן על מנת להשיב את הבנים הביתה.	He also added that "the State of Israel is working in a variety of ways, and continues to turn over every stone in order to return the boys home.	yes
כפי שאמרנו בעבר – מדובר בסוגיה הומניטארית, כך אנו רואים אותה, ועל הבסיס הזה נמשיך לפעול.	As we said before - this is a humanitarian issue, that's how we see it, and on this basis we will continue to act.	yes
ניסיונות סחטנות ותרגילי תודעה לא ישפיעו על עמדתנו והתנהלותנו״.	Blackmail attempts and consciousness exercises will not affect our position and conduct.'	no
בהמשך חשף פעילות משותפת של איראן וחיזבאללה: "איראן מפעילה את שלוחיה גם במימד הסייבר: אני יכול לחשוף היום, שלאחרונה אותרה פעילות של גופי הביטחון האיראנים בשיתוף עם חיזבאללה, בכדי לפגוע בפעילות כוחות יוניפי"ל בלבנון.	He later revealed the joint activity of Iran and Hezbollah: "Iran also operates its agents in the cyber dimension: I can reveal today that recently the activity of the Iranian security agencies in cooperation with Hezbollah was detected, in order to harm the activities of UNIFIL forces in Lebanon.	no
זאת על ידי מימוש מבצע בסייבר שמטרתו הייתה לגנוב חומרים על היערכות יוניפ"ל במרחב, ושימוש בהם על ידי חיזבאללה.	This is by carrying out a cyber operation whose purpose was to steal materials on the deployment of UNIFL in the area, and use them by Hezbollah.	no
