Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
[cont'd]	[fortsetzung]	no
#today I have coffee, sunshine and quiet time! I started a new shawl. I am unsure of it at this time. I found a unevenly spun silver gray yarn that is mostly finely spun with lumps. I plan on mixing it with a fine purple/lilac variegated cotton. But am not sure I have enough of the purple. I am using a H hook with a similar double crochet pattern as I have done before. I made the first join last night so we shall see. Wishing everyone a happy Thursday!	#heute habe ich Kaffee, Sonnenschein und ruhige Zeit! Ich habe einen neuen Schal angefangen. Ich bin mir zu diesem Zeitpunkt nicht sicher. Ich habe ein ungleichmäßig gesponnenes silbergraues Garn gefunden, das meistens fein mit Klumpen gesponnen ist. Ich plane, es mit einer feinen lila / lila bunten Baumwolle zu mischen. Aber ich bin mir nicht sicher, ob ich genug von dem Lila habe. Ich benutze einen H-Haken mit einem ähnlichen doppelten Häkelmuster wie zuvor. Ich habe gestern Abend den ersten Join gemacht, also werden wir sehen. Ich wünsche allen einen schönen Donnerstag!	yes
However, I hate classes on fine arts and literature, and my school history bears it out.	Ich hasse jedoch Unterricht in bildender Kunst und Literatur, und meine Schulgeschichte bestätigt dies.	yes
I have literally tried and dropped EVERY SINGLE ONE. And up until like two years ago, I had no idea until I checked my transcripts.	Ich habe buchstäblich JEDEN EINZELNEN ausprobiert und fallen gelassen. Und bis vor etwa zwei Jahren hatte ich keine Ahnung, bis ich meine Transkripte überprüfte.	yes
The literature class hatred is even worse: I love to read. I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.	Der Literaturklassenhass ist noch schlimmer: Ich liebe es zu lesen. Ich habe die meisten Klassiker vor achtzehn gelesen - obwohl das eher ein Spiegelbild des Lebens im Nirgendwo ist, habe ich auch verzweifelt die Encyclopedia Brittanica von 1979 gelesen.	yes
My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty. It's like I'm on holidays and therefore am doing what one does on holidays.	Mein Zuhause ist komfortabel und wunderbar und ich bin glücklich dort, aber ich muss woanders sein, um mich tagsüber genug zu entspannen, um Belletristik zu lesen, ohne mich schuldig zu fühlen. Es ist, als wäre ich im Urlaub und mache deshalb das, was man im Urlaub macht.	yes
And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.	Und das auch, obwohl ich hier in den letzten zwei Nächten nicht so gut geschlafen habe wie zu Hause und ein bisschen davon profitiert habe, einfach in einer fremden Umgebung zu sein, in der ich weniger in der Lage bin, mich zu bewegen und mich erinnern muss, wo die Dinge sind.	yes
And that's also even though I do still have my to-do list and am organising my life as well.	Und das auch, obwohl ich noch meine To-Do-Liste habe und auch mein Leben organisiere.	yes
Humanity is out in 5 days. It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games. What will people think of it? I like it but will it be able to attract an audience of the right players? Will a community blossom around the user-generated content piece of the game? (I am really hoping so.) The game's story, ideas and questions it inspires feel timely. Hoping things go well.	Die Menschheit ist in 5 Tagen draußen. Es ist aufregend, nervenaufreibend, stressig und all die guten Dinge, die ich an der Arbeit in Spielen liebe. Was werden die Leute darüber denken? Ich mag es, aber wird es in der Lage sein, ein Publikum der richtigen Spieler anzuziehen? Wird eine Community rund um den benutzergenerierten Inhalt des Spiels aufblühen? (Ich hoffe es wirklich.) Die Geschichte des Spiels, Ideen und Fragen, die es inspiriert, fühlen sich zeitgemäß an. Ich hoffe, dass die Dinge gut laufen.	yes
It's ThinkPad day!! Came home on my lunch break to see this sitting outside uwu. Wish I could take it back to work with me to setup more. But that will have to wait till tonight.	Es ist ThinkPad-Tag!! Kam in meiner Mittagspause nach Hause, um diese Sitzung außerhalb von uwu zu sehen. Ich wünschte, ich könnte es zurücknehmen, um mit mir zu arbeiten, um mehr einzurichten. Aber das muss bis heute Abend warten.	yes
So I finally watched #Heartstopper	Also habe ich endlich #Heartstopper gesehen	yes
Was it overly cute to the point of being twee? Most definitely	War es zu süß, um Twee zu sein? Auf jeden Fall	yes
Do any of these characters talk human beings? Not even remotely	Spricht einer dieser Charaktere Menschen? Nicht einmal im Entferntesten	yes
But did I love it? Absolutely!	Aber habe ich es geliebt? Absolut!	yes
what was Olivia Coleman doing here? Did she owe someone money?	was hat Olivia Coleman hier gemacht? Schuldete sie jemandem Geld?	yes
Had a recent graduate artist take some critique badly tonight. In part, because they'd be taught badly. But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes. Especially with the competition.	Hätte ein kürzlich absolvierter Künstler heute Abend Kritik schlecht aufgenommen. Zum Teil, weil sie schlecht unterrichtet würden. Aber es ist wichtig, keine Entschuldigungen für Probleme zu finden und sie einfach zu beheben, insbesondere in der Produktion, wenn Ihr Lead Änderungen benötigt. Vor allem bei der Konkurrenz.	yes
Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.	Jeder Künstler war dort, hat die gleichen Fehler gemacht. Gute Kritik ist da, um das Problem schnell zu beheben, und richtet sich nicht an Ihre Fähigkeiten. Es wird vorausgesetzt, dass Sie in der Lage sind, das Problem zu beheben oder eine Lösung zu finden.	yes
So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen. It is as important to explore servers and IP addresses. Watch seeds being sown & cultivated (and not randomly scattered) by good peeps. These roots are hidden. Work is not visible. But for strong and firm future growth.	Also, während Kompostierung und Bloom-Scrolling eine wunderbare Erinnerung daran sind, nach oben zu schauen und sich des Lebens jenseits des Bildschirms bewusst zu sein. Ebenso wichtig ist es, Server und IP-Adressen zu untersuchen. Beobachten Sie, wie Samen von guten Blicken gesät und kultiviert (und nicht zufällig verstreut) werden. Diese Wurzeln sind verborgen. Arbeit ist nicht sichtbar. Aber für starkes und festes zukünftiges Wachstum.	yes
Jami slipped the note to him when they passed each other on the path, just before the dog watch. She was on her way to the wall, he was coming off duty. He glanced behind him to watch her go, and to make sure they hadn't been seen. She did not look back. He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains. One block-printed word. He spent a long time staring at it, trying to stay calm:	Jami schob ihm den Zettel zu, als sie auf dem Weg aneinander vorbeigingen, kurz vor der Hundewache. Sie war auf dem Weg zur Mauer, er kam vom Dienst. Er blickte hinter sich, um sie gehen zu sehen und um sicherzugehen, dass sie nicht gesehen worden waren. Sie schaute nicht zurück. Er wartete, bis er in der Dunkelheit des Schlafzimmers war, bevor er die Notiz hervorzog und sie in einem Lichtstrahl las, der durch die Verdunkelungsvorhänge kam. Ein Block gedrucktes Wort. Er starrte es lange an und versuchte ruhig zu bleiben:	yes
I've met some marvelous new #Mastodon mates lately and want to maintain the trend. Calling into the #Fediverse makes me feel like a whale singing through the vast ocean! Want to join my "pod"? I'd particularly like to connect with more.	Ich habe in letzter Zeit einige wunderbare neue #Mastodon-Freunde getroffen und möchte den Trend beibehalten. Wenn ich ins #Fediverse rufe, fühle ich mich wie ein Wal, der durch den weiten Ozean singt! Willst du meinem "Pod" beitreten? Ich würde mich besonders gerne mit mehr verbinden.	yes
Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn. He helped make Chris Licht a national problem.	Jeder, der wegen CNN brennende Haare hat, kann Stephen Colbert für die harte Rechtskurve danken. Er half, Chris Licht zu einem nationalen Problem zu machen.	yes
Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.	So sehr wir auch einige Leute mögen mögen, wenn sie Faschisten nur eine Karriere in der Unterliga ermöglichen, sollten sie sie wahrscheinlich tragen.	yes
This was the first time (but won't be the last) that Kaveesha Dilhari has both scored 20+ runs & taken 2+ wickets in the same T20I. She joins a select group of Sri Lankan women to have achieved the all-round feat in the format.	Dies war das erste Mal (aber nicht das letzte Mal), dass Kaveesha Dilhari im selben T20I sowohl 20+ Runs erzielte als auch 2 + Wickets erzielte. Sie schließt sich einer ausgewählten Gruppe srilankischer Frauen an, die das Allround-Kunststück im Format vollbracht haben.	yes
(PERSON11) But for some folders, for some reason, the audio format is wrong, so, something is wrongly – Basically, the big trade, or something is wrong. So, some files are still – still have weird output. But – but for most folders, it should be already fine.	(PERSON11) Aber für einige Ordner ist aus irgendeinem Grund das Audioformat falsch, also stimmt etwas nicht – Im Grunde genommen der große Handel, oder etwas stimmt nicht. Also, einige Dateien haben immer noch seltsame Ausgaben. Aber - aber für die meisten Ordner sollte es schon in Ordnung sein.	yes
(PERSON1) Okay, thanks.	(PERSON1) Okay, danke.	yes
(PERSON6) Yeah, that's great. I support this, it's great that, [PERSON7], you have thought of [PERSON11]. And [PERSON11] now has the time. There are other things where I was thinking of [PERSON11] and that would be training of, empty systems, so that they do the shortening. So, if you, [PERSON11], had the time. Obviously, there is no way we could do it for next week. But we should really have the system – ready for – I looked at the tutorial from the NLP – was it?	(PERSON6) Ja, das ist großartig. Ich unterstütze das, es ist großartig, dass [PERSON7] an [PERSON11] gedacht hat. Und [PERSON11] hat jetzt die Zeit. Es gibt andere Dinge, bei denen ich an [PERSON11] gedacht habe und das wäre das Trainieren von leeren Systemen, damit sie die Verkürzung vornehmen. Also, wenn du, [PERSON11], die Zeit hättest. Offensichtlich gibt es keine Möglichkeit, dass wir es für nächste Woche tun könnten. Aber wir sollten das System wirklich fertig haben - ich habe mir das Tutorial aus dem NLP angesehen -, oder?	yes
(PERSON6) For the upcoming sessions and I've asked about demand because I've seen the (meme) project demo. They do offline subtitling. So, that's slightly easier than what we do. They still have the same segmentation issues and so on. But their mission in translation is shortening simply because the data is shortening. And that's because their target size is the subtitles, which are created for the hearing-impaired. So, there is like a natural shortening in the data. It'd be great if we could also locate such a type of data where there is some natural shortening happening. We would put it in the architecture.	(PERSON6) Für die kommenden Sitzungen und ich habe nach der Nachfrage gefragt, weil ich die (Meme-) Projektdemo gesehen habe. Sie machen Offline-Untertitelung. Also, das ist etwas einfacher als das, was wir tun. Sie haben immer noch die gleichen Segmentierungsprobleme und so weiter. Aber ihre Mission bei der Übersetzung verkürzt sich einfach, weil die Daten kürzer werden. Und das liegt daran, dass ihre Zielgröße die Untertitel sind, die für Hörgeschädigte erstellt werden. Es gibt also eine natürliche Verkürzung der Daten. Es wäre großartig, wenn wir auch eine solche Art von Daten finden könnten, bei denen eine natürliche Verkürzung auftritt. Wir würden es in die Architektur einfügen.	no
(PERSON8) That takes a bit of time, because I need to figure out which one is the one which is getting passes. So, once I know that, I can keep a track of it, so, for the future – Or actually, for future I would not need it, because once I have the web file, I probably won't need to do a convert.	(PERSON8) Das braucht ein bisschen Zeit, weil ich herausfinden muss, welcher der ist, der Pässe bekommt. Also, sobald ich das weiß, kann ich es verfolgen, also für die Zukunft – Oder eigentlich für die Zukunft würde ich es nicht brauchen, denn sobald ich die Webdatei habe, werde ich es wahrscheinlich nicht brauchen mach eine Konvertierung.	no
(PERSON6) Well, this, this should actually be – Can you still hear me? The sound quality is a little worse. So, this should really be done, all the time. So, every time we run this evaluation, it should be run from scratch. So, every time, there should be a fresh download of a fresh conversion and a fresh evaluation.	(PERSON6) Nun, das, das sollte eigentlich sein – Kannst du mich noch hören? Die Klangqualität ist etwas schlechter. Also, das sollte wirklich die ganze Zeit gemacht werden. Jedes Mal, wenn wir diese Evaluierung durchführen, sollte sie von Grund auf neu ausgeführt werden. Es sollte also jedes Mal ein neuer Download einer neuen Konvertierung und eine neue Auswertung erfolgen.	no
(PERSON8) But still, if I am keeping track of the files that need to be manually converted, so that I can write a script, and it could take care of the known ones at least, and of course, if we add some new files, I can see for that later.	(PERSON8) Aber trotzdem, wenn ich die Dateien verfolge, die manuell konvertiert werden müssen, damit ich ein Skript schreiben kann, und es könnte sich zumindest um die bekannten kümmern, und natürlich, wenn wir einige hinzufügen neue Dateien, das kann ich später sehen.	no
(PERSON6) So this is an important thing that we should have come across months ago. Remember, it is since August that I've been telling you that we want to evaluate on a later test set. And every time, you all... It is not just you personally, [PERSON8]. There were other things, obviously. But every time you thought about that, you thought "this will be easy, we will just run it". And only when you actually do it, do you see all the problems. So, this is known, common. It is always like that. So that's a message for everybody. Before you try, you never know what the problem will be. So, for example, the call that I had, in which someone was interviewing me, so they wanted to record the video. Zoom never worked as badly for me as it did today for the recording. So, before you do it, you cannot say whether it will work or not. And here we are running into the problems of conversion of the file formats. So, hopefully, we will be able to quickly get the numbers. So, do you have any word error rates so far?	(PERSON6) Das ist also eine wichtige Sache, auf die wir vor Monaten hätten stoßen sollen. Denken Sie daran, es ist seit August, dass ich Ihnen gesagt habe, dass wir an einem späteren Testset evaluieren wollen. Und jedes Mal, ihr alle... Es ist nicht nur Sie persönlich, [PERSON8]. Es gab andere Dinge, offensichtlich. Aber jedes Mal, wenn Sie darüber nachdachten, dachten Sie: "Das wird einfach, wir werden es einfach ausführen". Und nur wenn Sie es tatsächlich tun, sehen Sie alle Probleme. Also, das ist bekannt, üblich. Es ist immer so. Das ist also eine Botschaft für alle. Bevor Sie es versuchen, wissen Sie nie, was das Problem sein wird. Also zum Beispiel der Anruf, den ich hatte, in dem mich jemand interviewte, also wollten sie das Video aufnehmen. Zoom hat bei mir noch nie so schlecht funktioniert wie heute bei der Aufnahme. Also, bevor Sie es tun, können Sie nicht sagen, ob es funktionieren wird oder nicht. Und hier stoßen wir auf die Probleme der Konvertierung der Dateiformate. Hoffentlich können wir also schnell die Zahlen bekommen. Also, haben Sie bisher irgendwelche Wortfehlerraten?	no
(PERSON8) No, I have not processed it. So [PERSON1] said that, once, they get the transcript, we will do it together.	(PERSON8) Nein, ich habe es nicht verarbeitet. Also sagte [PERSON1], dass wir es zusammen machen werden, sobald sie das Transkript bekommen.	no
And then, I agree that there is a lot of noise in this dictionary. So, I asked that you would have various versions of this dictionary by taking only the words that were observed, five times. And only the pronunciations that were observed three times or more, or something like that. So, that way, these random errors, such as the example with this four IBM instead of IBM. This will not be so frequent. But still, you will have the variants in pronunciation, because if the person, says this "alzo", if you remember, if he says this "alzo" with a "Z" 20 times in the in the talk, then you will see that in the data with the "Z". And if he sometimes manages to say also correctly, then yeah, again, you will see that in the data. So, I would like, [PERSON4] to be in touch with [PERSON2]. Maybe you continue on the call, right? I will have to leave now, because I need to give the kids lunch and so on. But please stay on this call and figure out jointly how to use that dictionary. So [PERSON4], please show [PERSON2] what the dictionary is that the system is accepting. Share your screen and show it. And [PERSON2], please, have a look at that and help with converting the dictionary that you emitted to that file. One thing that will still be needed is the language model substitute. But all these words should be known words. So [PERSON4], you need to figure out what words are in the language model. And the words which are in the language model should be simply copied. So, the dictionary will have three col ns. The grapheme, as it is output. One recognized. The phonemes, as [PERSON2] proposed. And there will be multiple lines with different phoneme variations. And the third col n will be also the same again for all of those, and again there will be the same grapheme form. So that is when the language model sees. And I think that this way, these systems should be able to load it. And you will also possibly run into one more problem: that it is not ready for two big custom dictionaries. So, this is also something that has to be tested, but please test it, the two of you together. So [PERSON2] knows what he created in the dictionary. And you know what the dictionary looks like when you are creating it manually, and you need to put these two pieces of knowledge together. Ah, so that it works with the, with the generated dictionary.	Und dann stimme ich zu, dass in diesem Wörterbuch viel Lärm ist. Also habe ich darum gebeten, dass Sie verschiedene Versionen dieses Wörterbuchs haben, indem Sie nur die Wörter nehmen, die fünfmal beobachtet wurden. Und nur die Aussprachen, die dreimal oder öfter beobachtet wurden, oder so ähnlich. Also, auf diese Weise, diese zufälligen Fehler, wie das Beispiel mit diesen vier IBM anstelle von IBM. Dies wird nicht so häufig sein. Aber trotzdem werden Sie die Varianten in der Aussprache haben, denn wenn die Person dieses "alzo" sagt, wenn Sie sich erinnern, wenn sie dieses "alzo" mit einem "Z" 20 Mal im Gespräch sagt, dann werden Sie das sehen in den Daten mit dem "Z". Und wenn er es manchmal schafft, auch richtig zu sagen, dann ja, wieder, das werden Sie in den Daten sehen. Also würde ich gerne [PERSON4] mit [PERSON2] in Kontakt treten. Vielleicht machst du mit dem Anruf weiter, oder? Ich muss jetzt gehen, weil ich den Kindern das Mittagessen geben muss und so weiter. Aber bitte bleiben Sie bei diesem Anruf und finden Sie gemeinsam heraus, wie Sie dieses Wörterbuch verwenden können. Also [PERSON4], bitte zeigen Sie [PERSON2], was das Wörterbuch ist, das das System akzeptiert. Teile deinen Bildschirm und zeige ihn. Und [PERSON2], bitte schauen Sie sich das an und helfen Sie beim Konvertieren des Wörterbuchs, das Sie in diese Datei gesendet haben. Eine Sache, die noch benötigt wird, ist der Sprachmodellersatz. Aber all diese Wörter sollten bekannte Wörter sein. Also [PERSON4], Sie müssen herausfinden, welche Wörter im Sprachmodell enthalten sind. Und die Wörter, die im Sprachmodell enthalten sind, sollten einfach kopiert werden. Das Wörterbuch wird also drei Spalten haben. Das Graphem, wie es ausgegeben wird. Einer erkannte. Die Phoneme, wie [PERSON2] vorgeschlagen hat. Und es wird mehrere Zeilen mit unterschiedlichen Phonemvariationen geben. Und die dritte Spalte wird auch für alle wieder gleich sein, und wieder wird es die gleiche Graphemform geben. Das ist also, wenn das Sprachmodell sieht. Und ich denke, dass diese Systeme auf diese Weise in der Lage sein sollten, es zu laden. Und Sie werden möglicherweise noch auf ein weiteres Problem stoßen: Dass es nicht für zwei große benutzerdefinierte Wörterbücher bereit ist. Also, das ist auch etwas, das getestet werden muss, aber bitte testen Sie es, Sie beide zusammen. Also weiß [PERSON2], was er im Wörterbuch erstellt hat. Und Sie wissen, wie das Wörterbuch aussieht, wenn Sie es manuell erstellen, und Sie müssen diese beiden Kenntnisse zusammenfügen. Ah, damit es mit dem, mit dem generierten Wörterbuch funktioniert.	no
(PERSON4) Okay.	(PERSON4) Okay.	no
(PERSON6) So [PERSON2], does this make sense?	(PERSON6) Also [PERSON2], macht das Sinn?	no
(PERSON2) Yeah, sure, we'll discuss it.	(PERSON2) Ja, sicher, wir werden es besprechen.	no
(PERSON6) Yeah, so is there anything else, [PERSON2], that you have?	(PERSON6) Ja, also gibt es noch etwas, [PERSON2], das du hast?	no
(PERSON2) Well, maybe interesting information for Dominik. I'm finishing training of a German ASR that may be used for time stamping. I'm not sure how good it will be because I'm trying to do it on (Libry) Speech. And, though, when I was downloading it, they claimed it had more than 600 hours. But then the training said that the actual training set contained only around 300 hours. And I'm still not sure whether these 300 hours do not contain similar sentences. Or actually the same sentences but spoken by different speakers. For example, in English or Czech I used to observe steeper conversions. And now it won't convert so fast. So, if we take some samples during the training. Then there are still some serious errors in the ASR output. So, I'm hopeful that for the time stamping, it is good enough. Or at least we might try it.	(PERSON2) Naja, vielleicht interessante Informationen für Dominik. Ich beende die Ausbildung einer deutschen ASR, die für die Zeitstempelung verwendet werden kann. Ich bin mir nicht sicher, wie gut es sein wird, weil ich versuche, es auf (Bücher-) Sprache zu machen. Und als ich es herunterlud, behaupteten sie, es hätte mehr als 600 Stunden. Aber dann sagte das Training, dass das eigentliche Trainingsset nur etwa 300 Stunden umfasste. Und ich bin mir immer noch nicht sicher, ob diese 300 Stunden nicht ähnliche Sätze enthalten. Oder eigentlich die gleichen Sätze, aber von verschiedenen Sprechern gesprochen. Zum Beispiel habe ich in Englisch oder Tschechisch steilere Konvertierungen beobachtet. Und jetzt wird es nicht so schnell konvertiert. Also, wenn wir während des Trainings einige Proben nehmen. Dann gibt es noch einige schwerwiegende Fehler in der ASR-Ausgabe. Ich hoffe also, dass es für den Zeitstempel gut genug ist. Oder zumindest könnten wir es versuchen.	no
(PERSON17) Okay, that's good, yeah. So, I started, but I think I never finished an email to you, because you reminded me, [PERSON8], that your profanity filtering is not yet integrated. And I think this is also an important message for [PERSON5], who has disappeared again from the call. So, the important message is that yes, it's very good that you are actively pushing so that your results are integrated, and everybody should do so. And at the same time, we need to have the setup, so that you can actually integrate and test it yourself. So, I call it "do-it-yourself integration". So, [PERSON8], when working with [PERSON5] and when documenting what the setups are, make sure it is tested well enough by colleagues, such as [PERSON4] or even [PERSON9] for the language model checks and everybody else. So, whenever someone develops a new useful component, the full pipeline should be accessible to him reasonably easily, so he can test it himself. So, this do-it-yourself integration is important, because otherwise it will all remain on you, [PERSON8], and you don't want to be overloaded. So, you want to provide these people with inputs and outputs as the first testing approach, which has already been done. [PERSON4], right? The profanity filtering, has it been tested on logs? I think it was.	(PERSON17) Okay, das ist gut, ja. Also habe ich angefangen, aber ich glaube, ich habe nie eine E-Mail an Sie beendet, weil Sie mich daran erinnert haben, [PERSON8], dass Ihre Obszönitätsfilterung noch nicht integriert ist. Und ich denke, das ist auch eine wichtige Botschaft für [PERSON5], die wieder aus dem Anruf verschwunden ist. Die wichtige Botschaft lautet also: Ja, es ist sehr gut, dass Sie aktiv darauf drängen, dass Ihre Ergebnisse integriert werden, und jeder sollte dies tun. Und gleichzeitig brauchen wir das Setup, damit Sie es tatsächlich selbst integrieren und testen können. Ich nenne es also "Do-it-yourself-Integration". Also, [PERSON8], wenn Sie mit [PERSON5] arbeiten und dokumentieren, was die Setups sind, stellen Sie sicher, dass es von Kollegen wie [PERSON4] oder sogar [PERSON9] für die Sprachmodellprüfungen und allen anderen gut genug getestet wird. Wenn also jemand eine neue nützliche Komponente entwickelt, sollte ihm die vollständige Pipeline einigermaßen leicht zugänglich sein, damit er sie selbst testen kann. Also, diese Do-it-yourself-Integration ist wichtig, denn sonst bleibt alles bei dir, [PERSON8], und du willst nicht überladen werden. Sie möchten diesen Personen also Inputs und Outputs als ersten Testansatz zur Verfügung stellen, der bereits durchgeführt wurde. [PERSON4], richtig? Die Profanitätsfilterung, wurde sie an Protokollen getestet? Ich glaube, das war es.	yes
(PERSON8) Yeah, it was tested on logs, I think. So, now it's time to test it on the live pipelines. And again, I think it's better if [PERSON8] explains to [PERSON4] how to do it, so that [PERSON4] runs it for himself some of the workers and live playing some of the problematic file like using [PROJECT8] or whatever. Simply play them. Follow the sound output on your machine and see how that works. Because only when doing the real setup will the true errors appear. It is important to first debug it, using the log files, and then it's important to debug it in the pipeline. And if this debugging can be done by the author of that component, here, in this case [PERSON4], it would be most efficient for all of us. So, [PERSON8], please confirm that you agree with this idea of like do-it-yourself integration.	(PERSON8) Ja, es wurde auf Protokollen getestet, denke ich. Jetzt ist es an der Zeit, es auf den Live-Pipelines zu testen. Und wieder denke ich, dass es besser ist, wenn [PERSON8] [PERSON4] erklärt, wie es geht, damit [PERSON4] es für sich selbst ausführt und einige der problematischen Dateien live abspielt, z. B. mit [PROJECT8] oder was auch immer. Spielen Sie sie einfach. Folgen Sie der Tonausgabe auf Ihrem Computer und sehen Sie, wie das funktioniert. Denn nur beim echten Setup treten die wahren Fehler auf. Es ist wichtig, es zuerst mithilfe der Protokolldateien zu debuggen, und dann ist es wichtig, es in der Pipeline zu debuggen. Und wenn dieses Debuggen vom Autor dieser Komponente durchgeführt werden kann, hier in diesem Fall [PERSON4], wäre es für uns alle am effizientesten. Also, [PERSON8], bitte bestätige, dass du mit dieser Idee der Do-it-yourself-Integration einverstanden bist.	no
(PERSON17) Yeah, so for the multi-accent English. So, we are now [PERSON14] putting that together to just one technical solution. The current idea that [PERSON14] is working on is that he will create new sentences with words that were spoken in other sentences, and he will do this across different speakers. So, it will be really multi-speaker sentences, and therefore the robustness to the different accents of these speakers could be also improved. Ah, so that's one particle experiment. And later on, we may do something more about the multi-accent thing. So, these new sentences will actually try to solve two problems with one experiment. One problem is the implicit language model. So, the ASR system has to see the largest possible set of sentences. And we are going to create new sentences from the text-only language model by adding the sound part to that, so that the language model will be better for the ASR, and the robustness to different speakers would be also better. And in a talk yesterday, I heard another idea. It was during the training. They were dropping out time bands and frequency bands from the sound. So, they were training on disrupted inputs, and that also greatly improved the robustness of the system.	(PERSON17) Ja, also für das Englisch mit mehreren Akzenten. Also setzen wir [PERSON14] das jetzt zu einer einzigen technischen Lösung zusammen. Die aktuelle Idee, an der [PERSON14] arbeitet, ist, dass er neue Sätze mit Wörtern erstellt, die in anderen Sätzen gesprochen wurden, und er wird dies über verschiedene Sprecher hinweg tun. Es werden also wirklich Sätze mit mehreren Sprechern sein, und daher könnte auch die Robustheit gegenüber den verschiedenen Akzenten dieser Sprecher verbessert werden. Ah, das ist also ein Partikelexperiment. Und später können wir etwas mehr über die Multi-Akzent-Sache tun. Diese neuen Sätze werden also tatsächlich versuchen, zwei Probleme mit einem Experiment zu lösen. Ein Problem ist das implizite Sprachmodell. Das ASR-System muss also die größtmögliche Menge von Sätzen sehen. Und wir werden neue Sätze aus dem Nur-Text-Sprachmodell erstellen, indem wir den Lautanteil hinzufügen, damit das Sprachmodell für die ASR besser ist und die Robustheit für verschiedene Sprecher auch besser ist. Und in einem Vortrag gestern hörte ich eine andere Idee. Es war während des Trainings. Sie löschten Zeitbänder und Frequenzbänder aus dem Klang. Sie trainierten also an gestörten Eingaben, was auch die Robustheit des Systems erheblich verbesserte.	yes
