בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Onion endangered: Three cheetah cubs born in Iran	yes
"'השלוחים החדשים', הם טרוריסטים עם מקלדת שדינם כמו לוחמי ארגוני טרור אחרים.	“The New Shippers are terrorists with a keyboard who are like the fighters of other terrorist organizations.	no
אנחנו יודעים מי הם, אנחנו פוגעים בהם ובשולחיהם, וגם היום הם על הכוונת שלנו – ולא רק במימד הקיברנטי.	We know who they are, we hurt them and their sender, and even today they are in our sights -- and not just in the cybernetic dimension.	no
שום מתקפה מול אזרחי ישראל לא תעבור לסדר היום.	No attack against the citizens of Israel will pass the agenda.	no
והאחריות היא של התוקפים ושל המדינה שמממנת ושולחת אותם.	And the responsibility is that of the attackers and of the state that funds and sends them.	no
תקיפת סייבר יכולה להיענות במגוון דרכים במרחב הסייבר ובמרחבים נוספים".	Cyber attacks can be answered in a variety of ways in cyberspace and other spaces.”	no
גנץ המשיך במתקפה על מעצמת הגרעין: "איראן מובילה את טרור הסייבר – ועושה מהלכים שמטרתם להשפיע על תהליכים דמוקרטיים ועל ממשלים, כפי שקרה בבחירות לנשיאות ארצות הברית ובניסיונות נוספים שישראל מודעת אליהם.	Gantz continued the attack on the nuclear power: “Iran is leading cyber terrorism -- and making moves aimed at influencing democratic processes and administrations, as happened in the U.S. presidential election and other attempts Israel is aware of.	no
פעולות כמו זו של יחידת 'שאהיד כאווה' שאספה מידע על ספינות, תחנות דלק ומפעלי תעשייה במספר מדינות, נעשו תחת דירקטיבה ישירה של ההנהגה האיראנית ומשמרות המהפכה כפי שנחשף בתחקירים".	Actions such as the Shahid Kahava unit that collected information on ships, gas stations and industrial plants in several countries, were carried out under direct directives of the Iranian leadership and the Revolutionary Guards, as revealed in the debriefing.”	no
עוד הוסיף כי "בשנים האחרונות בלמנו ניסיונות רבים לפרוץ לחברות פרטיות וציבוריות, בארץ ובחו"ל.	“In recent years, we have stalled many attempts to break into private and public companies, in Israel and abroad.	no
אני קורא גם לציבור לדרוש 'אחריות קיברנטית', ולהעניש חברות וגופים שלא פועלים בהתאם להנחיות".	I also call on the public to demand 'cyber-responsibility, 'and to punish companies and entities that do not follow the guidelines.”	no
גנץ המשיך וסימן את היעדים הבאים של ישראל מול האיומים: "המשימה העליונה שלנו, בצבא, בתעשיות ובארגוני הביטחון השונים היא לבנות את האנשים, להכשיר אותם, ולהשאיר אותם.	Gantz continued to mark Israel's next goals in the face of the threats: “Our supreme mission, in the army, industries and various security organizations is to build the people, train them, and leave them.	no
אני והרמטכ"ל הצבנו את הנושא הזה כאחת המשימות המרכזיות ביחידות הרלבנטיות.	I and the Chief of Staff have placed this issue as one of the main tasks in relevant units.	no
אנחנו בוחנים את בניין הכוח כל העת – גם בהיקפי כוח האדם, גם בנושא ההכשרות וגם בנושא המשימות.	We look at the power building all the time — both in personnel, training and tasks.	no
בשנים הקרובות נצטרך גם לבחון את צורת ההתארגנות, הניהול והתפעול של לוחמת הסייבר, על מאפייניה ההתקפיים וההגנתיים בצה"ל ובמערכת הביטחון כולה".	In the coming years, we will also need to examine the form of network, management and operation of cyber warfare, its offensive and defensive characteristics in the IDF and the entire security system.”	no
לבסוף סיכם שר הביטחון וקרא לשיתופי פעולה עם העולם: "יש חשיבות גדולה לשיתופי הפעולה שלנו עם העולם מול איראן גם במימד הסייבר.	Finally, the defense minister concluded and called for cooperation with the world: “Our cooperation with the world is of great importance to Iran in the cyber dimension as well.	no
את אותם שיתופי פעולה שאנו בונים באזור מול איראן בהיבטים של הגנה מול איומים שונים – אנחנו מרחיבים גם במימד הסייבר".	The same collaborations that we build in the region with Iran in aspects of defense against various threats — we also expand in the cyber dimension.”	no
סגן מפקד יחידת 8200 חשף: "סיכלנו את הניסיון להרעיל את מערכות המים".	The deputy commander of Unit 8200 revealed: “We thwarted the attempt to poison the water systems.”	no
אורי, סגן מפקד יחידת 8200, אמר בהופעה הפומבית הראשונה של היחידה בכנסים מסוג זה, חשף כי ישראל סיכלה התקפה על מערכות המים.	Uri, deputy commander of Unit 8200, said in the unit's first public appearance at such conferences, revealed that Israel had foiled an attack on the water systems.	no
"סיכול איומי סייבר הוא חלק מרכזי בפעילות שלנו.	“Countering cyber threats is a key part of our activity.	no
מטרתנו להשיג עליונות על התוקף, להצליח לזהות אותו ולפעול כדי לשלול את יכולותיו", אמר סגן מפקד 8200 והוסיף "כך לעיתים אנו גם מוצאים קורבנות מחוץ לישראל ואז אנו יוצרים קשר עם סוכניות אחרות אם צריך.	Our goal is to achieve supremacy over the attacker, to be able to identify him and act to negate his capabilities,” said the 8200 deputy commander, adding “so sometimes we also find victims outside Israel and then we contact other agents if necessary.	no
אנו עושים זאת גם באופן עצמאי וגם על ידי שיתוף פעולה עם התעשייה וסוכנויות אחרות, באמצעות יישום ושימוש בכלים שפיתחנו.	We do this both independently and by partnering with industry and other agencies, through the implementation and use of the tools we have developed.	no
8200 לא תנוח עד שהאיום יוסר".	8200 You will not rest until the threat is removed.”	no
כאמור, כך נחשף איום על מערכות המים של ישראל והניסיונות להרעיל את אזרחי ישראל: "סיכלנו את הניסיון להשתלט על מערכות המים הקריטיות של ישראל ולהרעיל אותן לפני מספר שנים.	As stated, this exposed a threat to Israel's water systems and attempts to poison Israeli citizens: “We thwarted the attempt to take over Israel's critical water systems and poison them several years ago.	no
במקרה אחר זיהינו גם כי יריב מסוים תקף את ישראל ותוך כדי זיהינו שאותו תוקף ניסה גם לכוון לתחנות כוח בארה"ב.	In another case we also identified that a certain adversary attacked Israel and in the process we identified that the same attacker also tried to target US power stations.	no
זו הייתה האינדיקציה הראשונה להתקפה זו.	This was the first indication of this attack.	no
את האיום הזה הצלחנו למנוע באמצעות שיתוף פעולה הדוק עם השותפים האמריקאים שלנו".	We have been able to prevent this threat by cooperating closely with our American partners.”	no
צפו: כך המשטרה נערכת לחיסול מחבלים באוכלוסייה אזרחית	Watch: This is how the police are preparing to eliminate terrorists in the civilian population	yes
מג"ב ירושלים חונכת מתקן חדש "אסף" המדמה ירי בקהל צפוף בתגובה לרצף הפיגועים שהתרחשו בחודשים האחרונים •	Jerusalem Border Police is inaugurating a new Assaf facility that simulates shooting in crowded crowds in response to the sequence of attacks that have occurred in recent months •	yes
מדריך לחימה בטרור של מג"ב עוטף ירושלים: "הפיתוח, נותן מענה רלוונטי לאיומי הייחוס ומדמה את המציאות בשטח" •	Border Border Terrorism Guide Envelops Jerusalem: “Development, provides a relevant response to attribution threats and simulates the reality on the ground”	yes
הצצה למתקן "אסף"	A glimpse of the “Assaf” facility	yes
מתכוננים לפיגוע הבא: רצף פיגועי טרור שבוצעו באביב בידי פלשתינים וערבים ישראלים, במהלכם נרצחו 19 בני אדם ונפצעו כ-70 אזרחים, הובילו את משמר הגבול לפתח טכניקה ייחודית שמאמנת לוחמים להסתער על מחבלים בתוך אוכלוסייה אזרחית ולבצע ירי בתנועה.	Preparing for the next attack: A series of terrorist attacks carried out in the spring by Palestinians and Israeli Arabs, during which 19 people were murdered and injured about 70 civilians, led the Border Patrol to develop a unique technique that trains fighters to storm terrorists within a civilian population and carry out shooting in traffic.	yes
חשיפת "ישראל היום": הצצה למתקן "אסף"	“Israel Hayom” unveiling: A glimpse of the “Assaf” facility	yes
הטרור העממי מתמקד בפגיעה באזרחים ומטרתו לערער את תחושת הביטחון הדרושה לניהול חיים תקינים של אוכלוסייה אזרחית.	Popular terrorism focuses on harming civilians and aims to undermine the sense of security needed to lead a normal life of a civilian population.	yes
גל הפיגועים הקשה שהתרחש השנה, עם פיגועים בבאר שבע, בחדרה, בני ברק, אריאל, אלעד, ובמיוחד זה שהתרחש בתחילת אפריל ברחוב דיזינגוף הסואן בלב תל אביב, על ידי מחבל שנטמע בתוך המון, הובילו את המשטרה לחשיבה יצירתית לצורך פיתוח כלי שיהיה ניתן באמצעותו לאמן לוחמים להסתער על מחבלים בתוך אוכלוסייה אזרחית.	The severe wave of attacks that occurred this year, with attacks in Beersheba, Hadera, Bnei Brak, Ariel, Elad, and especially the one that took place in early April on the busy Dizengoff Street in the heart of Tel Aviv, by a terrorist embedded in a crowd, led the police to think creatively to develop a tool that could be used to train fighters to storm terrorists within the civilian population.	yes
את מלאכת החשיבה הוביל אגף ההדרכה של המשטרה ומשמר הגבול.	The thinking craft was led by the Training Division of the Police and Border Patrol.	yes
הללו יצאו בתחרות במחוזות המשטרה השונים תחת הכותרת "מפקדים מובילים למידה", בה נדרש כל מחוז לפתח אמצעים שיסייעו בשיפור מיומנויות השיטור והלחימה של הלוחמים, השוטרים והמפקדים.	These emerged in a competition in the various police districts under the title “Leading Commanders Learning”, in which each district was required to develop measures to help improve the policing and combat skills of fighters, police officers and commanders.	yes
במסגרת התחרות, וכמענה לצורך בתרגול לוחמי מג"ב ללחימה באימון ירי בתנועה ובמתארים מסוג זה, אסף בן דויד, מדריך לחימה בטרור של מג"ב עוטף ירושלים פיתח את "מתקן אסף", המורכב ממטרה דינאמית, שמחוברת למוט טלסקופי עליו מורכב מנשא שניתן לרתום למדריך.	As part of the competition, and as a response to the need to practice Border fighters for fighting in traffic shooting training and such descriptors, Assaf Ben David, Border Terrorism Combat Instructor in Jerusalem, developed the Assaf Facility, consisting of a dynamic target, attached to a telescopic rod mounted by a carrier that can be harnessed to an instructor.	no
משרתם המדריך את המנשא למותנו, הוא יכול לתרגל את הלוחם שעומד לפניו על ידי שליטה והזזת המטרה לצדדים וטווחים שונים.	Their servant who guides the carrier to our death, he can practice the fighter standing in front of him by controlling and moving the target to different sides and ranges.	no
יודגש כי בשנים האחרונות, לוחמי ולוחמות משמר הגבול התמודדו עם פיגועים רבים בהם המפגע, מבצע ירי ומהווה איום תוך כדי תנועה בזירות רוויות באזרחים חפים מפשע.	It should be emphasized that in recent years, Border Patrol fighters and fighters have faced numerous attacks in which the perpetrator, carries out shootings and poses a threat while moving through scenes rife with innocent civilians.	no
"מתקן אסף", בגרסתו הנוכחית מתבסס על מרכיבים וחלקים שנעשים בהם שימוש בתחומים שונים.	“Assaf Facility”, in its current version, is based on components and parts that are used in various fields.	no
לדוגמא, המוט הטלסקופי ששודרג ושולב במתקן, נלקח מתחום האחזקה והניקיון.	For example, the telescopic rod that has been upgraded and integrated into the facility, is taken from the field of maintenance and cleaning.	no
באמצעות המתקן ניתן לדמה ירי בתנועה בתוך אוכלוסייה אזרחית לעבר מטרה דינמית תוך שמירה על קשר עין עם האובייקט, טיפול במעצור בתנועה, בחירת נתיב התקדמות ביצוע ירי סלקטיבי כולל תרגול של מניעת פגיעה בבלתי מעורבים.	Using the facility it is possible to model shooting in motion within a civilian population at a dynamic target while maintaining eye contact with the object, handling a stop in motion, choosing a path of progress and performing selective firing including the practice of preventing injury to uninvolved.	no
רס"ב אסף בן דויד, שהמתקן נקרא על שמו אומר: "המתקן שפיתחנו, הוא בגדר פריצת דרך בלמידה והכשרת לוחמים ושוטרים.	Major Assaf Ben David, whose facility is named after him, says: “The facility we developed, is a breakthrough in learning and training fighters and policemen.	no
הפיתוח, נותן מענה רלוונטי לאיומי הייחוס ומדמה את המציאות בשטח.	The development, provides a relevant response to reference threats and simulates the reality on the ground.	no
התועלת בפיתוח אל מול עלות הייצור הזולה יחסית מהווה לנו יתרון משמעותי בתחרות".	The benefit of development in the face of the relatively affordable cost of production is a significant advantage in the competition.”	no
מבקר המדינה מזהיר: "ועדת הבחירות המרכזית לא ערוכה לאיומי הסייבר"	State auditor warns: “CEC is not prepared for cyber threats”	yes
מתניהו אנגלמן התריע בשבוע הסייבר הבינלאומי מפני חוסר המוכנות של ישראל לתקיפות פצחנים •	Netanyahu Engelman warned at International Cyber Week of Israel's lack of preparedness for crackly attacks •	yes
"מלחמת העולם השלישית תהיה מלחמת האקרים אך העולם לא ערוך אליה".	“World War III will be a hacker war but the world is not prepared for it.”	yes
מבקר המדינה מתניהו אנגלמן השתתף היום (רביעי) בכנס הסייבר השנתי של אוניברסיטת תל אביב והביע חשש מפני מתקפות סייבר על ישראל.	State Comptroller Netanyahu Engelman attended Tel Aviv University's annual cyber conference on Wednesday and expressed concern about cyberattacks on Israel.	yes
"אנחנו חשופים.	“We are exposed.	yes
הנתונים שלנו גלויים ליותר מדי אנשים.	Our data is visible to too many people.	yes
הכסף שלנו חשוף, הילדים שלנו חשופים, הבריאות שלנו חשופה, הביטחון שלנו חשוף.	Our money is exposed, our children are exposed, our health exposed, our security is exposed.	yes
מלחמת העולם השלישית תהיה מלחמת סייבר, אבל העולם לא מוכן אליה".	World War III will be a cyber war, but the world is not ready for it.”	yes
אנגלמן סיפר כי במסגרת ביקורות הסייבר שמשרדו עורך, נמצאו ליקויים משמעותיים: "בשנה האחרונה ביצענו בדיקות חדירה במרכז ניהול התנועה בירושלים, בבתי חולים ובמערכות רשות המיסים.	Engelman said that in the framework of the cyber reviews his office conducted, significant deficiencies were found: “In the past year, we have carried out penetration tests in the traffic management center in Jerusalem, hospitals and tax authority systems.	yes
בביקורות מצאנו ליקויים משמעותיים, לרבות העובדה שמעט מאוד בדיקות חדירה בוצעו על ידי גופים ציבוריים וחלקם ערכו בדיקות חדירה רק במהלך הביקורת.	In the audits we found significant deficiencies, including the fact that very few penetration tests were carried out by public bodies and some conducted penetration tests only during the audit.	yes
בנוסף עלו ליקויים במוכנות ועדת הבחירות המרכזית לאיומי הסייבר".	There were also deficiencies in the CEC's preparedness for cyber threats.”	no
"אנו במשרד מבקר המדינה מתחייבים להמשיך ולהתייחס לנושא משמעותי זה ביתר שאת, לטובת אזרחי ישראל והעולם כולו", סיכם.	“We at the Office of the Comptroller of State undertake to continue to address this significant issue even more strongly, for the benefit of the citizens of Israel and the entire world,” he concluded.	no
מכוון גבוה: "הגעתי להפועל ירושלים כדי לזכות בתארים"	Aiming high: “I came to Hapoel Jerusalem to win titles”	yes
הבחירה באדומים: "מהרגע הראשון הראו לי שרוצים אותי, אני בנוי להוביל קבוצה גדולה" •	The choice of red: “From the first moment I was shown to be wanted, I was built to lead a large group” •	yes
החזרה לנבחרת ישראל אחרי ארבע שנים: "הרגשתי שהיה לי מקום, רוצה להיות בסגל ליורובאסקט" •	Returning to the Israeli national team after four years: “I felt like I had a place, wanted to be on the roster for EuroBasket” •	yes
והתקופה במכבי ת"א: "למדתי להתרכז רק במה שבשליטתי" •	And the period in Maccabi TA: “I learned to concentrate only on what is under my control” •	yes
עוז בלייזר בראיון.	Oz Blazer in an interview.	yes
עוז בלייזר ייצא היום עם שחקני נבחרת ישראל לפולין, שם יפגשו את הנבחרת המקומית במוקדמות אליפות העולם 2023 (חמישי, 21:30 שעון ישראל).	Oz Blazer will depart today with Israeli national team players to Poland, where they will meet the local team in qualifying for the 2023 World Championship (Thursday, 21:30 Israel time).	yes
שלושה ימים לאחר מכן תארח הנבחרת את אסטוניה בהיכל קבוצת שלמה.	Three days later, the national team will host Estonia in the Solomon Group Hall.	yes
במקביל לאימונים האינטנסיביים עם הנבחרת, בלייזר עסק בשבוע האחרון גם בעתידו, עד שחתם לשנתיים בהפועל ירושלים.	In parallel with intensive training with the national team, Blazer also dealt with his future in the past week, until he signed for two years at Hapoel Jerusalem.	yes
"יש לי ראש שקט עכשיו אחרי שמצאתי קבוצה", הוא אומר ל"ישראל היום" בראיון ראשון ומיוחד מאז החתימה.	“I have peace now that I found a group,” he tells “Israel Hayom” in a special first interview since the signing.	yes
"יש לי עכשיו קצת לחץ כי אני צריך לעבור דירה עם המשפחה אחרי שהשתקענו באזור המרכז וזה לא קל, אבל אין כבר טלפונים ומבחינה מקצועית אני הרבה יותר רגוע".	“I have a little pressure now because I have to move with the family after we have settled in the central area and it is not easy, but there are no phones already and professionally I am much more relaxed.”	yes
לא היית בנבחרת ארבע שנים, עד כמה אתה שמח לחזור, ועד כמה אתה רוצה לשחק בשני המשחקים הקרובים?	You haven't been on the team four years, how happy are you to be back, and how much do you want to play in the next two games?	no
"קודם כל, אני רוצה ליהנות בנבחרת ואני בא בגישה של לתרום בכל מה שאני יכול, אם זה מהניסיון שלי ואם זה על המגרש.	'First of all, I want to enjoy the national team and I come in an approach of contributing in everything I can, whether it's from my experience and if it's on the pitch.	no
מובן שאשמח לשחק, אבל כשמגיעים לנבחרת כל אחד צריך לשים את האגו בצד ולעשות הכל כדי שהנבחרת תצליח.	Of course, I would love to play, but when you get to the national team, everyone has to put his ego aside and do everything to make the team succeed.	no
אני פה בשביל מה שיצטרכו ממני".	I'm here for what they need from me.”	no
עכשיו אתם 14 שחקנים, ולאליפות אירופה יצטרף דני אבדיה, גבי צ'אצ'אשווילי יחזור, ואולי גם יהיו שינויים נוספים.	Now you are 14 players, and for the European Championship he will join Dani Abadia, Gabi Chachaashvili will be back, and maybe there will be more changes as well.	no
שמת לך למטרה להיות בסגל לאליפות?	You set the goal of being on the roster for the championship?	no
"אשמח להיות על המגרש ולתרום".	“I would love to be on the field and contribute.”	no
בלייזר בן ה־29 (1.99 מ') שיחק בשנתיים האחרונות במכבי ת"א.	The 29-year-old Blazer (1.99 m) played for Maccabi TA for the past two years.	no
כשהסתיימה העונה היה ברור שהוא לא ימשיך בצהוב ואחרי כמה שבועות עבר לבירה, כשהוא מעדיף את הירושלמים על פני הפועל חולון.	When the season ended, it was clear that he would not continue in yellow and after a few weeks moved to the capital, preferring Jerusalem to Hapoel Holon.	no
היו לך עוד הצעות, למה בחרת דווקא בהפועל ירושלים?	You had more suggestions, why did you choose Hapoel Jerusalem?	no
"הם הראו נכונות מאוד גדולה כדי שאני אהיה שם, ולכן היה מו"מ קל יחסית.	“They showed a very great willingness for me to be there, so negotiations were relatively easy.	no
ברגע שהרגשתי חיבור עם ההנהלה ועם המאמן הבנתי שזה המקום הנכון בשבילי.	Once I felt a connection with the management and the coach I realised this was the right place for me.	no
גם הסיטואציה נראית לי טובה ומתאימה.	The situation seems good and appropriate to me, too.	no
אני בא להוביל ולהיות חלק משמעותי מהקבוצה.	I come to lead and be a significant part of the team.	no
דיברתי עם המאמן ויש לו מנטליות של עבודה קשה ושל ניצחונות, וזה בדיוק מה שאני מביא.	I've spoken to the coach and he has a mentality of hard work and of wins, and that's exactly what I bring.	no
תמיד אהבתי לשחק בארנה, כי אני מקבל אנרגיות גם עם הקהל הוא נגדי, ועכשיו שהם יהיו בצד שלי זה יהיה עוד יותר טוב.	I have always loved playing in the Arena, because I get energies even with the crowd is against me, and now that they will be on my side it will be even better.	no
אני בטוח שתהיה קבוצה מחויבת ומהנה ורציתי להיות חלק מזה".	I'm sure there will be a committed and fun group and I wanted to be a part of that.”	no
תרחיב קצת על השיחה שלך עם המאמן דז'יקיץ'.	Expand a little bit on your conversation with Coach Dzikić.	no
"מבחינה מקצועית הוא מאמין בהרבה תנועה ללא כדור, הוא מתכנן להביא מוסרים טובים עם איי.קיו כדורסל גבוה ורוצה קבוצה אינטנסיבית מאוד.	“Professionally he believes in a lot of no-ball movement, he plans to bring good morals with a high basketball IQ and wants a very intense team.	no
הוא מאמין באנרגיות גבוהות בהגנה ובהתקפה ועם הקהל בארנה זה יכול להצליח".	He believes in high energies in defence and attack and with the crowd at the Arena it can be successful”.	no
הסתכלתי על הקריירה שלך וראיתי שבכל קבוצה נשארת לפחות שנתיים, אם לא יותר.	I looked at your career and saw that in every team you stay at least two years, if not longer.	no
אתה מרגיש שגם בירושלים אתה יכול להישאר כמה שנים?	Do you feel that even in Jerusalem you can stay for a few years?	no
"בכל מקום שאני מגיע אני אוהב להתחבר ולתת הכל, ואנשים מעריכים את זה.	'Wherever I go I like to connect and give everything, and people appreciate that.	no
מהרגע שחתמתי בירושלים הטלפון שלי לא הפסיק לצלצל ולצפצף.	From the moment I signed in Jerusalem my phone wouldn't stop ringing and beeping.	no
קיבלתי הרבה הודעות שכבר מחכים לי.	I've received a lot of messages that are already waiting for me.	no
אז אני מאמין שמחכה לנו תקופה טובה".	I believe we have a good time waiting for us.”	no
אתה חושב שבירושלים תוכל להיות שחקן יותר משמעותי מאשר במכבי ת"א?	Do you think Jerusalem could be a more significant player than in Maccabi TA?	no
איך אתה מסכם את השנתיים במכבי ת"א?	How do you sum up the two years at Maccabi TA?	no
"לצערי היו דברים שלא היו בשליטתי בעונה האחרונה.	“Unfortunately, there were things that were out of my control last season.	no
כולם ראו שנשארתי מקצוען לכל אורך הדרך, ולא משנה כמה קיבלתי - תמיד נתתי הכל.	Everyone saw that I remained a professional all along the way, and no matter how much I got - I always gave everything.	no
אני גאה בדרך שעשיתי בשנה האחרונה, ועכשיו כל אחד הולך לדרכו".	I am proud of the way I have done this past year, and now everyone is going their own way.”	no
אם זה היה תלוי בך, היית רוצה להישאר במכבי?	If it were up to you, would you want to stay in Maccabi?	no
"אחרי השנה האחרונה היה ברור לשני הצדדים שאנחנו הולכים לכיוון של פרידה, אבל זה חלק מהעסק.	“After the last year it was clear to both sides that we were heading in the direction of a breakup, but that's part of the business.	no
לקראת סוף העונה נפגעתי קצת בדקות והמעמד שלי ירד, למרות שבאמצע השנה הייתה לי תקופה מצוינת, אבל הם החליטו ללכת לכיוונים אחרים.	Towards the end of the season I got a little hurt in minutes and my status dropped, although in the middle of the year I had an excellent period, but they decided to go in other directions.	no
אחרי שהבנתי את הסיטואציה שם, הבנתי שזה פחות המקום בשבילי.	After I understood the situation there, I realized that it was less of the place for me.	no
הפועל ירושלים היא האופציה הכי טובה עבורי ולכן בחרתי בה".	Hapoel Jerusalem is the best option for me, so I chose it.”	no
לסיום, מה המטרות שלך בעונה הקרובה?	Finally, what are your goals in the coming season?	no
"דיברו הרבה על מה שהיה בחצי גמר הגביע בעונה שעברה כשצעקתי לעמי ביטון (מנהל הקבוצה במכבי ת"א - י"מ) 'בשביל זה אני פה', אז בשביל זה הגעתי לירושלים – לקחת תארים".	“There was a lot of talk about what happened in the cup semi-final last season when I shouted to Ami Biton (team manager at Maccabi Tel Aviv), 'That's what I'm here for, 'so that's what I came to Jerusalem — to take titles.”	no
ווייד בולדווין עשוי להצטרף למכבי ת"א	Wade Baldwin may join Maccabi TA	yes
הצהובים מנהלים מגעים עם כוכב באסקוניה בעונה החולפת (26, 1.93 מ') ומקווים לצרפו כדי להשלים את הקו האחורי לקראת עונת 2022/23.	The Yellows are in contact with the Basconia star this past season (26, 1.93m) and hope for his side to complete the backline ahead of the 2022/23 season.	yes
האם מכבי ת"א בדרך לרכש נוצץ?	Is Maccabi TA on the way to a flashy procurement?	yes
הגארד ווייד בולדווין עשוי להצטרף לצהובים ולהשלים את הקו האחורי של עודד קטש לקראת עונת 2022/2023.	Guard Wade Baldwin may join the Yellows and complete Oded Katash's backline ahead of the 2022/2023 season.	yes
בולדווין (26, 1.93 מ') שיחק בעונה החולפת בבאסקוניה והעמיד ממוצעים מרשימים של 14.1 נקודות, 4.4 אסיסטים ו-3.6 ריבאונדים למשחק.	Baldwin (26, 1.93m) played this past season in Basconia and averaged an impressive 14.1 points, 4.4 assists and 3.6 rebounds per game.	yes
לפני כן שיחק בבאיירן מינכן ובאולימפיאקוס, וגם עבר ב-NBA.	Prior to that, he played for Bayern Munich and Olympiacos, and also moved in the NBA.	yes
אם יחתום, יצטרף בולדווין לאלכס פוית'רס, גיא פניני, דארן היליארד, אוסטין הולינס ובונזי קולסון שכבר חתמו מוקדם יותר הקיץ.	If signed, Baldwin would join Alex Puthers, Guy Panini, Darren Hilliard, Austin Hollins and Bonzi Coulson who already signed earlier this summer.	yes
גם רפי מנקו וג'וש ניבו סגרו וצפויים לחתום בקרוב באופן רשמי.	Raffi Manko and Josh Nibo also closed and are expected to officially sign soon.	yes
פרסום ראשון: אדם אריאל יעבור להפועל תל אביב?	First publication: Adam Ariel will move to Hapoel Tel Aviv?	yes
האדומים מעוניינים לצרף את הפורוורד בן ה-27 אם ישוחרר מהפועל ירושלים •	The Reds want to attach the 27-year-old forward if released from Hapoel Jerusalem •	yes
רז אדם עשוי להיות מושאל לעירוני נס ציונה •	Raz Adam may be loaned to Urban Ness Ziona •	yes
בירושלים החליטו שלא לממש את האופציה של רטין אובאסוהן.	In Jerusalem, they decided not to exercise the option of Retin Obasuhan.	yes
הפועל תל אביב בודקת את האפשרות לצרף את אדם אריאל אם ישוחרר מהפועל ירושלים.	Hapoel Tel Aviv is looking into the possibility of attaching Adam Ariel if he is released from Hapoel Jerusalem.	yes
כזכור, לפני כמה ימים פרסמנו כי עתידו של הפורוורד בן ה-27 במועדון הירושלמי מוטל בספק וייתכן שהקבוצה תנצל את אופציית היציאה מחוזהו, כשהחלטה סופית תתקבל ממש בימים הקרובים.	Recall, a few days ago we published that the future of the 27-year-old forward at the Jerusalem club is in doubt and it is possible that the team will take advantage of the option of leaving his contract, with a final decision to be made right in the next few days.	yes
כעת מתברר כי אם אכן לא ימשיך בבירה, הפועל ת"א תנסה להחתימו בשורותיה.	Now it turns out that if he does not continue in the capital, Hapoel TA will try to sign it in its ranks.	yes
ובירושלים, ראשי המועדון החליטו לא לממש את האופציה בחוזהו של רטין אובאסוהן לעונה נוספת והודיעו לו על שחרורו מהקבוצה.	And in Jerusalem, the club chiefs decided not to exercise the option in Retin Obasuhan's contract for another season and informed him of his release from the team.	yes
בתוך כך, הגארד רז אדם עשוי להיות מושאל לעירוני נס ציונה לאחר שביקש לעזוב את האדומים כדי לקבל יותר דקות משחק.	Meanwhile, Haggard Raz Adam may be loaned to Ironi Nes Ziona after asking to leave the Reds to get more playing minutes.	yes
במכבי ת"א הודיעו: נובאטוס מירושי נמכר לזולטה הבלגית	Maccabi TA announced: Novatos Miroshi sold to Belgian Zulte	yes
הקשר הטנזני הבינ”ל בן ה-19, שהצטרף למחלקת הנוער בעונת 2020/21, ישחק בעונה הבאה בזולטה וארגם מהליגה הבלגית.	The 19-year-old Tanzanian midfielder, who joined the youth department in the 2020/21 season, will play in Zulte Vargam of the Belgian league next season.	yes
במכבי תל אביב הודיעו הערב (שלישי) כי הגיעו לסיכום עם זולטה וארגם מהליגה הבלגית על מכירתו של נובאטוס מירושי.	Maccabi Tel Aviv announced Tuesday evening that they had reached a conclusion with Zulte Vargam of the Belgian League about the sale of Novatos Miroshi.	yes
הקשר הטנזני הבינ”ל בן ה-19 הצטרף למחלקת הנוער של מכבי תל אביב בעונת 2020/21 ושיחק 14 משחקים במדי קבוצת הנוער.	The 19-year-old Tanzanian international midfielder joined Maccabi Tel Aviv's youth department in the 2020/21 season and played 14 games in the youth team uniform.	yes
בעונה שעברה 2021/22 הושאל מירושי לבית”ר תל אביב בת-ים במדיה כבש שער ב-26 הופעות.	Last season 2021/22, Miroshi was loaned to Tel Aviv Bat-Yam in Media. He scored a goal in 26 appearances.	yes
יצוין כי מירושי נמנה על סגל נבחרתה הבוגרת של טנזניה במדיה כבש 2 שערים ב-8 הופעות בין לאומיות.	It should be noted that Miroshi was a member of Tanzania's senior national team in Media scored 2 goals in 8 international appearances.	yes
הרכש הנוצץ: ווייד בולדווין סיכם במכבי תל אביב	The glittering procurement: Wade Baldwin concluded at Maccabi Tel Aviv	yes
הצהובים מתקרבים להשלמת הסגל: כוכב באסקוניה בעונה החולפת (26, 1.93 מ') צפוי לחתום בקרוב באופן רשמי ולהצטרף לקו האחורי של עודד קטש	The yellows are nearing completion of the roster: The Basconia star this past season (26, 1.93m) is expected to sign soon officially and join Oded Katash's backline	yes
מכבי תל אביב בדרך לרכש נוצץ: הגארד ווייד בולדווין סיכם את תנאיו וצפוי לחתום בקרוב באופן רשמי ולהשלים את הקו האחורי של עודד קטש לקראת עונת 2022/2023.	Maccabi Tel Aviv is on the way to a flashy acquisition: Guard Wade Baldwin has concluded his terms and is expected to officially sign soon and complete Oded Katash's back line ahead of the 2022/2023 season.	yes
